Species.n Year  Rec SSB TSB SOP SOP.hat SOP.core Yield Yield.hat Yield.core mean.F Eaten
21 1995  2.54688e+07 762167 1.00196e+06 595417 607065 595417 595417 607065 595417 0.610116 375679
21 1996  2.66801e+07 708519 924534 274372 265857 274372 274372 265857 274372 0.247339 387835
21 1997  1.72911e+07 826454 1.09561e+06 264056 271046 264056 264056 271046 264056 0.234719 404819
21 1998  1.43105e+07 1.08194e+06 1.36939e+06 380193 362556 380193 380193 362556 380193 0.382824 409962
21 1999  4.06884e+07 1.12795e+06 1.32879e+06 369622 298514 369622 369622 298514 369622 0.284536 463559
21 2000  2.6891e+07 1.16574e+06 1.48006e+06 421779 360133 421779 421779 360133 421779 0.297896 474036
21 2001  7.07072e+07 1.55259e+06 1.90185e+06 363691 364570 363691 363691 364570 363691 0.229072 825343
21 2002  2.80212e+07 1.937e+06 2.40749e+06 390438 395898 390438 390438 395898 390438 0.211433 988242
21 2003  1.76595e+07 2.16263e+06 3.10973e+06 487432 528680 487432 487432 528680 487432 0.235589 877346
21 2004  1.953e+07 2.3812e+06 3.10013e+06 589576 628398 589576 589576 628398 589576 0.247201 890899
21 2005  1.37374e+07 2.33476e+06 2.55636e+06 665396 706467 665396 665396 706467 665396 0.315421 660588
21 2006  1.60401e+07 1.71296e+06 1.919e+06 513247 470950 513247 513247 470950 513247 0.25156 537014
21 2007  2.18505e+07 1.31543e+06 1.48875e+06 406368 335499 406368 406368 335499 406368 0.221529 497406
21 2008  2.0141e+07 1.15891e+06 1.30043e+06 258713 216484 258713 258713 216484 258713 0.154451 446260
21 2009  2.43274e+07 1.30967e+06 1.44694e+06 168589 153311 168589 168589 153311 168589 0.0915693 441857
21 2010  2.38489e+07 1.40021e+06 1.78388e+06 186255 192957 186255 186255 192957 186255 0.108342 512527
21 2011  1.93911e+07 1.87391e+06 2.13826e+06 224049 208742 224049 224049 208742 224049 0.103767 587325
21 2012  2.07295e+07 2.17615e+06 2.30753e+06 434509 428833 434509 434509 428833 434509 0.196434 586672
21 2013  3.51414e+07 1.95597e+06 2.12477e+06 511220 477996 511220 511220 477996 511220 0.232986 600252
21 2014  3.88577e+07 1.73139e+06 1.94985e+06 518042 439008 518042 518042 439008 518042 0.224113 636729
21 2015  1.29811e+07 1.65669e+06 2.09024e+06 494949 454485 494949 494949 454485 494949 0.245933 564561
21 2016  1.54406e+07 1.9333e+06 2.30227e+06 563618 471255 563618 563618 471255 563618 0.236735 582991
21 2017  8.23892e+06 1.81647e+06 2.03277e+06 490975 329661 490975 490975 329661 490975 0.17437 506076
21 2018  1.57582e+07 1.61082e+06 1.86802e+06 591798 392528 591798 591798 392528 591798 0.214047 463972
21 2019  1.36363e+07 1.3661e+06 1.51928e+06 432123 316807 432123 432123 316807 432123 0.189822 355056
21 2020  1.71955e+07 1.28562e+06 1.44105e+06 427687 316724 427687 427687 316724 427687 0.215561 331255
21 2021  1.38795e+07 1.25897e+06 1.42684e+06 374908 264839 374908 374908 264839 374908 0.187601 372546
21 2022  1.7986e+07 1.28063e+06 1.46727e+06 445987 326646 445987 445987 326646 445987 0.250182 441330
21 2023  NA 1.13503e+06 NA NA NA NA NA NA NA NA NA
22 1974  3.55589e+08 387007 1.14355e+06 220388 190624 220388 220388 190624 220388 0.192718 1.45594e+06
22 1975  2.11098e+08 536967 944753 196585 185699 196585 196585 185699 196585 0.256565 1.01595e+06
22 1976  2.20091e+08 294926 598449 110245 112419 110245 110245 112419 110245 0.234921 717054
22 1977  1.24129e+08 227918 613163 271729 259497 271729 271729 259497 271729 0.56645 470851
22 1978  2.12512e+08 215656 471093 133700 129290 133700 133700 129290 133700 0.295732 511634
22 1979  3.16278e+08 265568 666096 202374 72867.7 202374 202374 72867.7 202374 0.112106 817136
22 1980  1.72516e+08 446023 1.02885e+06 303285 281730 303285 303285 281730 303285 0.353621 916038
22 1981  2.24837e+08 422178 731223 152257 145526 152257 152257 145526 152257 0.238128 813752
22 1982  1.97107e+08 314436 631512 87780.1 108039 87780.1 87780.1 108039 87780.1 0.220128 633460
22 1983  1.73432e+08 315834 700481 81410.9 59485.5 81410.9 81410.9 59485.5 81410.9 0.0920949 639010
22 1984  1.21004e+08 449420 816570 97872.5 62762.2 97872.5 97872.5 62762.2 97872.5 0.089884 686404
22 1985  2.22932e+08 493506 751218 89680 102280 89680 89680 102280 89680 0.149235 654947
22 1986  2.4931e+08 456807 938244 380423 237389 380423 380423 237389 380423 0.378656 790798
22 1987  1.22262e+08 450649 899418 406697 197024 406697 406697 197024 406697 0.267027 740004
22 1988  3.26165e+08 416352 614084 372984 228268 372984 372984 228268 372984 0.402269 730990
22 1989  1.9251e+08 306391 799805 492321 452454 492321 492321 452454 492321 0.92704 590527
22 1990  3.09483e+08 225882 488558 220066 318333 220066 220066 318333 220066 0.755379 656862
22 1991  3.11951e+08 171535 562390 376987 303543 376987 376987 303543 376987 0.549915 757838
22 1992  4.42289e+08 218176 634319 178362 199102 178362 178362 199102 178362 0.300995 1.12592e+06
22 1993  5.12101e+08 289386 773616 247966 152226 247966 247966 152226 247966 0.205178 1.33398e+06
22 1994  6.09233e+08 360326 1.03395e+06 499686 466227 499686 499686 466227 499686 0.83651 1.37148e+06
22 1995  2.37456e+08 279344 1.01343e+06 407424 312523 407424 407424 312523 407424 0.328649 1.06953e+06
22 1996  7.96775e+08 322230 637588 286113 255424 286113 286113 255424 286113 0.330516 1.18978e+06
22 1997  1.08219e+08 303424 1.91328e+06 581619 411083 581619 581619 411083 581619 0.36537 1.23763e+06
22 1998  1.67336e+08 685172 1.02326e+06 506445 337872 506445 506445 337872 506445 0.459889 670893
22 1999  4.53221e+08 381097 709581 261940 215819 261940 261940 215819 261940 0.320448 960352
22 2000  1.90185e+08 348132 1.11148e+06 273480 334737 273480 273480 334737 273480 0.436568 928550
22 2001  1.66128e+08 279402 608181 234252 102479 234252 234252 102479 234252 0.257324 652382
22 2002  3.29733e+07 165147 454165 162661 173452 162661 162661 173452 162661 0.660242 294217
22 2003  8.36266e+07 92441.7 162752 58421.6 42810.7 58421.6 58421.6 42810.7 58421.6 0.390595 199289
22 2004  4.49671e+07 51911.2 206033 77882.4 102173 77882.4 77882.4 102173 77882.4 0.892062 150464
22 2005  6.84399e+07 36757.8 126036 23886.7 21728 23886.7 23886.7 21728 23886.7 0.274778 169847
22 2006  8.57628e+07 43316.5 174976 16483.1 12109.2 16483.1 16483.1 12109.2 16483.1 0.10395 231210
22 2007  6.31107e+07 67657.3 244787 90990 64695.9 90990 90990 64695.9 90990 0.322738 230255
22 2008  7.04302e+07 76684.7 215646 88488.6 148294 88488.6 88488.6 148294 88488.6 1.10654 176037
22 2009  1.1186e+08 39768.4 197706 29844.7 13360.2 29844.7 29844.7 13360.2 29844.7 0.110801 246110
22 2010  1.50399e+07 95017.3 380141 76705.8 89014.5 76705.8 76705.8 89014.5 76705.8 0.308322 224887
22 2011  1.5241e+07 136474 199580 95913.9 56252.4 95913.9 95913.9 56252.4 95913.9 0.271219 120797
22 2012  8.02811e+07 71761.8 105009 43055.2 11509.6 43055.2 43055.2 11509.6 43055.2 0.09211 162151
22 2013  1.08624e+08 53724.9 222313 25480.3 27463.4 25480.3 25480.3 27463.4 25480.3 0.202714 260971
22 2014  1.26442e+08 88965.1 366515 137976 178640 137976 137976 178640 137976 0.883053 311916
22 2015  1.22442e+07 94646.8 413116 119697 131719 119697 119697 131719 119697 0.46968 244616
22 2016  3.73689e+08 118098 169330 46907.6 38628.5 46907.6 46907.6 38628.5 46907.6 0.243931 489283
22 2017  2.23974e+07 118955 1.0643e+06 204511 154773 204511 204511 154773 204511 0.300602 645002
22 2018  1.15572e+08 391447 550447 112208 123618 112208 112208 123618 112208 0.305936 355065
22 2019  2.48709e+08 242450 534543 145579 124287 145579 145579 124287 145579 0.32527 537214
22 2020  1.05484e+08 248331 897349 304897 239490 304897 304897 239490 304897 0.392638 654396
22 2021  8.83745e+07 279326 542001 182528 118911 182528 182528 118911 182528 0.296443 478907
22 2022  6.14687e+07 144721 318379 140040 103361 140040 140040 103361 140040 0.448538 290578
22 2023  NA 69575.3 NA NA NA NA NA NA NA NA NA
23 1974  2.37474e+08 432931 767086 118670 85642.7 118670 118670 85642.7 118670 0.102486 576692
23 1975  9.70443e+07 348293 1.0242e+06 162704 150314 162704 162704 150314 162704 0.16242 635773
23 1976  1.70413e+08 473819 805431 316414 288501 316414 316414 288501 316414 0.389546 492496
23 1977  2.81951e+08 269689 743134 314952 247455 314952 314952 247455 314952 0.391745 439854
23 1978  1.32456e+08 316336 1.22659e+06 665810 533600 665810 665810 533600 665810 0.629505 572642
23 1979  1.65894e+08 449703 893592 481048 517481 481048 481048 517481 481048 0.7687 297230
23 1980  1.05254e+08 303728 864499 420808 385954 420808 420808 385954 420808 0.594239 323674
23 1981  3.65215e+08 385325 760052 375286 362694 375286 375286 362694 375286 0.665582 576236
23 1982  3.54157e+07 224383 1.12708e+06 537998 519115 537998 537998 519115 537998 0.741317 452539
23 1983  2.73877e+08 432585 608690 455491 224828 455491 455491 224828 455491 0.415502 349192
23 1984  9.94202e+07 255518 1.05581e+06 569182 394902 569182 569182 394902 569182 0.542014 508382
23 1985  3.26174e+08 475104 813186 532829 497090 532829 532829 497090 532829 0.910706 372684
23 1986  7.97502e+07 222664 1.19067e+06 465159 306578 465159 465159 306578 465159 0.366506 605499
23 1987  7.00527e+07 644984 976717 415769 249262 415769 415769 249262 415769 0.259314 445805
23 1988  2.09366e+08 480512 696849 518102 310592 518102 518102 310592 518102 0.478052 351153
23 1989  1.13207e+08 263831 881076 536102 336877 536102 536102 336877 536102 0.59799 422000
23 1990  1.49501e+08 351740 717947 370075 391571 370075 370075 391571 370075 0.773309 343335
23 1991  2.65658e+08 209343 636117 464214 338948 464214 464214 338948 464214 0.534201 415185
23 1992  6.28663e+07 267454 1.05226e+06 673907 466374 673907 673907 466374 673907 0.486799 490344
23 1993  2.04915e+08 463182 708824 281050 296590 281050 281050 296590 281050 0.427962 368933
23 1994  2.98162e+08 286975 890750 283238 270557 283238 283238 270557 283238 0.39491 530734
23 1995  9.23181e+07 417412 1.33161e+06 496112 432676 496112 496112 432676 496112 0.339979 642931
23 1996  4.92627e+08 614851 944046 452057 416263 452057 452057 416263 452057 0.541112 590749
23 1997  8.6911e+07 335879 1.76094e+06 552475 424468 552475 552475 424468 552475 0.31145 795227
23 1998  1.43641e+08 865779 1.24065e+06 485678 491235 485678 485678 491235 485678 0.47902 551171
23 1999  2.22677e+08 437870 822403 471932 423634 471932 471932 423634 471932 0.737905 478232
23 2000  2.807e+08 194745 743728 370347 309261 370347 370347 309261 370347 0.541879 504820
23 2001  3.56899e+08 269436 1.00044e+06 595721 441987 595721 595721 441987 595721 0.914129 598377
23 2002  4.36244e+07 259151 1.18342e+06 645902 458859 645902 645902 458859 645902 0.593538 520995
23 2003  1.66948e+08 393831 559838 232654 254679 232654 232654 254679 232654 0.801339 350386
23 2004  9.16366e+07 105335 483849 264457 186243 264457 264457 186243 264457 0.683894 279609
23 2005  2.12183e+08 136739 372286 143318 159351 143318 143318 159351 143318 0.579503 347950
23 2006  1.68775e+08 106089 587669 267630 242761 267630 267630 242761 267630 0.614652 434238
23 2007  3.03004e+08 166660 545013 114319 114890 114319 114319 114890 114319 0.274586 604396
23 2008  1.54001e+08 185128 814888 245289 242548 245289 245289 242548 245289 0.389498 593658
23 2009  6.72322e+08 263425 620958 304305 347331 304305 304305 347331 304305 0.694002 742590
23 2010  9.00002e+07 177033 1.7386e+06 324785 270972 324785 324785 270972 324785 0.206585 1.01197e+06
23 2011  1.17012e+08 830918 1.18405e+06 340287 203534 340287 340287 203534 340287 0.18858 834629
23 2012  2.22409e+08 381899 613123 56692.5 38609.2 56692.5 56692.5 38609.2 56692.5 0.0531932 633205
23 2013  1.61318e+08 226297 633770 236658 237195 236658 236658 237195 236658 0.651364 438700
23 2014  2.91998e+08 142927 488018 91156 104738 91156 91156 104738 91156 0.314665 521275
23 2015  7.47687e+07 174140 809369 188928 175440 188928 188928 175440 188928 0.321548 529399
23 2016  3.10563e+08 289255 480210 22561 17899 22561 22561 17899 22561 0.0348853 572466
23 2017  3.46002e+07 204883 868379 276566 244116 276566 276566 244116 276566 0.439128 452606
23 2018  5.04508e+07 297040 416385 150533 161292 150533 150533 161292 150533 0.598476 205111
23 2019  1.14036e+08 96763 215192 66204.3 57277.9 66204.3 66204.3 57277.9 66204.3 0.380008 170874
23 2020  6.61151e+07 78920.9 365373 129666 111132 129666 129666 111132 129666 0.362512 224221
23 2021  1.06741e+08 142415 317377 46720 37981.6 46720 46720 37981.6 46720 0.131752 263328
23 2022  9.84531e+07 136500 394645 11759.9 10563.7 11759.9 11759.9 10563.7 11759.9 0.0236384 274622
23 2023  NA 215620 NA NA NA NA NA NA NA NA NA
24 1974  2.27398e+08 288858 1.10682e+06 732535 610514 732535 732535 610514 732535 1.60807 1.47262e+06
24 1975  3.7109e+08 291205 836650 508262 421607 508262 508262 421607 508262 1.10591 1.74659e+06
24 1976  2.9552e+08 370406 1.19262e+06 472608 478595 472608 472608 478595 472608 0.992821 1.91652e+06
24 1977  1.34519e+08 364359 1.01926e+06 383967 330438 383967 383967 330438 383967 0.677069 1.28302e+06
24 1978  2.17346e+08 316130 661623 253756 269009 253756 253756 269009 253756 0.758294 1.10407e+06
24 1979  2.1347e+08 263495 839698 339898 345872 339898 339898 345872 339898 0.831205 1.21302e+06
24 1980  5.58832e+07 390490 1.0343e+06 534650 472718 534650 534650 472718 534650 0.974079 1.0176e+06
24 1981  1.57922e+08 273221 404501 431928 146153 431928 431928 146153 431928 0.600088 801079
24 1982  1.73434e+08 121406 447051 390197 157294 390197 390197 157294 390197 0.732468 878206
24 1983  1.78908e+08 222729 675335 475746 330956 475746 475746 330956 475746 0.990018 936534
24 1984  7.41626e+07 322381 873856 376484 391666 376484 376484 391666 376484 1.1815 847151
24 1985  1.03428e+08 274003 458270 227635 309376 227635 227635 309376 227635 1.80507 542220
24 1986  9.18491e+07 99994.6 353162 180330 132608 180330 180330 132608 180330 0.693163 589418
24 1987  5.27952e+07 153332 363963 148943 186862 148943 148943 186862 148943 1.20622 428998
24 1988  7.64877e+07 94313.7 204257 109219 88774.7 109219 109219 88774.7 109219 0.652377 380575
24 1989  7.70648e+07 98755.1 283074 166974 135189 166974 166974 135189 166974 0.879617 443381
24 1990  7.74029e+07 128318 315799 138841 135158 138841 138841 135158 138841 0.784139 453933
24 1991  1.5915e+08 145785 343972 189819 234954 189819 189819 234954 189819 1.16345 630386
24 1992  7.28348e+07 191260 635562 302275 256522 302275 302275 256522 302275 0.65321 722838
24 1993  5.9058e+07 326488 495266 181098 327291 181098 181098 327291 181098 1.33806 436602
24 1994  1.63364e+08 98347.9 237324 183618 135074 183618 183618 135074 183618 0.782281 600545
24 1995  7.41364e+07 177480 627579 231894 160224 231894 231894 160224 231894 0.475483 835257
24 1996  1.2416e+08 277420 436413 156224 157068 156224 156224 157068 156224 0.507765 645798
24 1997  3.23783e+07 186652 539764 156781 139189 156781 156781 139189 156781 0.509107 584235
24 1998  6.79627e+07 222564 302389 73980.5 84285 73980.5 73980.5 84285 73980.5 0.392119 423748
24 1999  1.11773e+08 110666 272372 92388.1 88600 92388.1 92388.1 88600 92388.1 0.529546 526554
24 2000  4.49228e+07 155721 451750 185103 143137 185103 185103 143137 185103 0.533173 528497
24 2001  5.92241e+07 212054 315119 64358.3 51229.3 64358.3 64358.3 51229.3 64358.3 0.20006 470784
24 2002  3.29354e+07 107414 223312 77138.2 64690.2 77138.2 77138.2 64690.2 77138.2 0.468999 306991
24 2003  1.46737e+07 61142.6 127278 24569.2 29616 24569.2 24569.2 29616 24569.2 0.426434 166484
24 2004  2.02267e+07 37637.9 69635.3 13487.8 14624.6 13487.8 13487.8 14624.6 13487.8 0.279557 132460
24 2005  5.35572e+07 24986.9 66516.4 41.44 0 41.44 41.44 0 41.44 0 231779
24 2006  4.32951e+07 54349 175677 46529 36328.6 46529 46529 36328.6 46529 0.360868 323209
24 2007  7.0704e+07 72022 160075 5799.45 0 5799.45 5799.45 0 5799.45 0 392179
24 2008  1.23276e+08 92786.9 235920 34843.6 21612.3 34843.6 34843.6 21612.3 34843.6 0.140078 633332
24 2009  1.47958e+08 127557 383564 45821.5 36140.8 45821.5 45821.5 36140.8 45821.5 0.136445 832233
24 2010  3.54164e+07 222964 582117 131191 136050 131191 131191 136050 131191 0.381206 725834
24 2011  6.71056e+07 184118 254222 6839.87 4148.54 6839.87 6839.87 4148.54 6839.87 0.0161606 487654
24 2012  1.42741e+08 81002.4 188306 26946.1 4756.83 26946.1 26946.1 4756.83 26946.1 0.0272086 664032
24 2013  4.91698e+07 107430 377247 82179.4 51242.8 82179.4 82179.4 51242.8 82179.4 0.264902 592257
24 2014  1.38794e+08 110815 199263 44189.1 37563.6 44189.1 44189.1 37563.6 44189.1 0.236487 620200
24 2015  6.99845e+07 104670 402606 57351.2 51797.8 57351.2 57351.2 51797.8 57351.2 0.280641 671283
24 2016  1.07766e+08 167944 306050 60202.7 69669.2 60202.7 60202.7 69669.2 60202.7 0.37215 633159
24 2017  4.90114e+07 100436 314491 33940.9 26865.1 33940.9 33940.9 26865.1 33940.9 0.164069 535469
24 2018  1.12035e+08 103111 185290 36151.5 35278.4 36151.5 36151.5 35278.4 36151.5 0.300443 515658
24 2019  1.10439e+08 93847.1 341344 97554.6 68097.9 97554.6 97554.6 68097.9 97554.6 0.439972 643948
24 2020  8.9606e+07 195120 491209 129545 144881 129545 129545 144881 129545 0.591845 727581
24 2021  6.83748e+07 192514 400309 71943.1 91285.4 71943.1 71943.1 91285.4 71943.1 0.420995 605985
24 2022  1.27493e+08 119791 262792 35717.9 29835.7 35717.9 35717.9 29835.7 35717.9 0.180511 688583
24 2023  NA 101162 NA NA NA NA NA NA NA NA NA
25 1974  3.27843e+08 431131 751825 354208 394889 322329 354208 394889 322329 0.589469 1.70134e+06
25 1975  6.54932e+08 528752 897529 773773 668842 704133 773773 668842 704133 1.18838 2.7978e+06
25 1976  2.15589e+08 601887 1.24616e+06 636786 681339 579475 636786 681339 579475 1.13314 1.31711e+06
25 1977  3.46529e+08 346442 565960 341809 411317 311047 341809 411317 311047 1.22313 1.23407e+06
25 1978  4.9062e+08 314146 652509 431459 268587 392628 431459 268587 392628 0.555975 1.40849e+06
25 1979  4.18369e+08 502665 883252 451078 370778 410481 451078 370778 410481 0.407561 1.63035e+06
25 1980  1.13236e+08 704919 1.0621e+06 407809 710540 371106 407809 710540 371106 1.63584 964839
25 1981  4.92251e+07 204262 320864 284613 252987 258998 284613 252987 258998 1.13339 350723
25 1982  4.33014e+07 88565.2 147064 182734 80538.4 166288 182734 80538.4 166288 0.668307 229725
25 1983  6.20622e+07 164191 301159 80083.6 129224 72876 80083.6 129224 72876 2.23354 303350
25 1984  5.32856e+07 84520.3 182682 104218 48687.8 94838.5 104218 48687.8 94838.5 0.430525 304703
25 1985  3.84087e+07 207089 359285 69201.7 75902.3 62973.5 69201.7 75902.3 62973.5 0.458289 280332
25 1986  6.97808e+07 127439 212256 27252.1 103992 24799.4 27252.1 103992 24799.4 2.01597 312333
25 1987  7.96493e+07 118468 270422 46361.4 23955.1 42188.9 46361.4 23955.1 42188.9 0.275954 427769
25 1988  6.28209e+07 201858 376814 73341.6 103254 66740.9 73341.6 103254 66740.9 0.90348 421142
25 1989  1.40135e+08 119368 224598 72798.5 7633.13 66246.6 72798.5 7633.13 66246.6 0.0641754 535147
25 1990  1.19488e+08 260870 515511 82312.6 146455 74904.5 82312.6 146455 74904.5 1.30508 650716
25 1991  6.41925e+07 152179 297275 118017 54916.1 107396 118017 54916.1 107396 0.165692 579904
25 1992  1.13048e+08 147451 234588 133330 93326.3 121330 133330 93326.3 121330 0.397234 568379
25 1993  2.10857e+08 148456 263579 196481 123637 178797 196481 123637 178797 0.539624 833671
25 1994  1.49122e+08 221681 411117 396974 141712 361246 396974 141712 361246 0.398953 741085
25 1995  3.38279e+07 337418 530663 407769 303421 371069 407769 303421 371069 0.789595 417915
25 1996  6.36457e+07 214584 299067 143651 118956 130722 143651 118956 130722 0.588026 331326
25 1997  4.76766e+07 122699 233768 118277 68775.9 107632 118277 68775.9 107632 0.382374 302612
25 1998  1.11768e+08 215962 343427 154505 165505 140599 154505 165505 140599 1.16437 451712
25 1999  7.16604e+07 118566 254048 214119 123271 194848 214119 123271 194848 0.741135 359333
25 2000  5.04584e+07 133860 217523 215482 244722 196089 215482 244722 196089 1.80279 310773
25 2001  6.52624e+07 77900.5 150865 196622 44977.8 178926 196622 44977.8 178926 0.38082 310070
25 2002  6.35596e+07 230573 421644 153710 143769 139876 153710 143769 139876 0.964992 346756
25 2003  8.54673e+07 108758 197860 176392 104509 160517 176392 104509 160517 0.673355 406824
25 2004  2.02033e+08 208640 407167 113696 116863 103463 113696 116863 103463 0.621648 759765
25 2005  6.30372e+07 215309 438102 241424 171089 222110 241424 171089 222110 0.454311 512368
25 2006  9.17611e+07 258538 395506 124161 261301 114228 124161 261301 114228 0.984704 470053
25 2007  5.93928e+07 231975 453310 95525 45509.2 88838.2 95525 45509.2 88838.2 0.20381 466392
25 2008  1.47025e+08 138257 217569 60788.6 135261 56533.4 60788.6 135261 56533.4 0.985161 662704
25 2009  9.20317e+07 248607 540274 140648 62725.8 132209 140648 62725.8 132209 0.266564 586448
25 2010  9.87428e+07 208528 336970 150586 98510.2 141551 150586 98510.2 141551 0.381259 512392
25 2011  9.72524e+07 189222 336675 142520 85253.6 135394 142520 85253.6 135394 0.42586 510663
25 2012  4.97227e+07 229227 407987 93353.8 55882.2 88686.1 93353.8 55882.2 88686.1 0.340087 455365
25 2013  1.77242e+08 81404.5 131499 62517.8 29931.7 59391.9 62517.8 29931.7 59391.9 0.228676 616677
25 2014  1.34111e+08 355179 751993 127560 58173.5 122458 127560 58173.5 122458 0.23084 825964
25 2015  1.24433e+08 303752 512672 288272 158287 276741 288272 158287 276741 0.454482 753026
25 2016  1.48481e+08 213151 342490 211103 164012 202659 211103 164012 202659 0.716687 559521
25 2017  2.41803e+08 158146 294487 113925 69846 110507 113925 69846 110507 0.264152 717408
25 2018  1.88577e+08 285620 524401 158846 199736 154081 158846 199736 154081 0.627242 743470
25 2019  1.31628e+08 288774 490890 134858 132512 130813 134858 132512 130813 0.373426 603937
25 2020  1.21069e+08 275768 426819 181117 182334 175683 181117 182334 175683 0.422759 556693
25 2021  1.79052e+08 202036 325135 76132.8 76667.1 73848.8 76132.8 76667.1 73848.8 0.282767 652415
25 2022  3.13346e+08 201643 365278 81599.6 58999.3 79967.7 81599.6 58999.3 79967.7 0.145767 889403
25 2023  NA 366368 NA NA NA NA NA NA NA NA NA
26 1974  1.92572e+06 498128 774750 157427 160182 157427 157427 160182 157427 0.284337 0
26 1975  1.5562e+06 511507 836632 195349 193716 195349 195349 193716 195349 0.336815 0
26 1976  2.25208e+06 524557 815750 166997 162669 166997 166997 162669 166997 0.269542 0
26 1977  1.84334e+06 517598 799695 176623 160105 176623 176623 160105 176623 0.294488 0
26 1978  1.93667e+06 502849 771672 159539 148891 159539 159539 148891 159539 0.268577 0
26 1979  2.60431e+06 477013 758702 213145 201214 213145 213145 201214 213145 0.407471 0
26 1980  2.25703e+06 466815 733385 171852 163878 171852 171852 163878 171852 0.324738 0
26 1981  4.87913e+06 442615 683185 174140 174804 174140 174140 174804 174140 0.337654 0
26 1982  3.30136e+06 429306 810470 205329 203708 205329 205329 203708 205329 0.37384 0
26 1983  3.08608e+06 518254 885414 220537 219271 220537 220537 219271 220537 0.357773 0
26 1984  3.94627e+06 535583 916566 236422 235258 236422 236422 235258 236422 0.373094 0
26 1985  9.60033e+06 566477 955574 232241 226083 232241 232241 226083 232241 0.342602 0
26 1986  4.50669e+06 595626 1.21111e+06 308262 299236 308262 308262 299236 308262 0.426668 0
26 1987  4.54436e+06 688325 1.18607e+06 358749 324751 358749 358749 324751 358749 0.434648 0
26 1988  3.3081e+06 596905 1.05024e+06 324772 322143 324772 324772 322143 324772 0.457903 0
26 1989  2.84645e+06 626700 958778 286704 284587 286704 286704 284587 286704 0.406514 0
26 1990  2.70005e+06 566594 865050 240832 240716 240832 240832 240716 240832 0.399141 0
26 1991  2.30536e+06 533638 831012 237986 250794 237986 237986 250794 237986 0.467583 0
26 1992  1.46743e+06 455746 707012 193692 221688 193692 193692 221688 193692 0.495199 0
26 1993  1.35228e+06 402868 612351 163524 196807 163524 163524 196807 163524 0.47741 0
26 1994  2.08562e+06 340727 523353 145745 169789 145745 145745 169789 145745 0.47919 0
26 1995  2.04538e+06 317111 512316 131248 142425 131248 131248 142425 131248 0.455934 0
26 1996  5.79443e+06 282810 471545 143394 144997 143394 143394 144997 143394 0.517271 0
26 1997  2.21643e+06 264944 576987 192969 158698 192969 192969 158698 192969 0.579776 0
26 1998  2.01727e+06 311708 560774 183655 163034 183655 183655 163034 183655 0.495731 0
26 1999  2.27074e+06 295083 534583 160881 174204 160881 160881 174204 160881 0.502964 0
26 2000  1.38895e+06 304666 514457 135015 128073 135015 135015 128073 135015 0.366894 0
26 2001  3.93272e+06 331702 540991 193367 145413 193367 193367 145413 193367 0.448186 0
26 2002  1.27907e+06 293834 578262 134404 131705 134404 134404 131705 134404 0.418293 0
26 2003  2.69098e+06 338291 564759 154023 131404 154023 154023 131404 154023 0.369057 0
26 2004  1.85855e+06 318884 584550 127824 97041.4 127824 127824 97041.4 127824 0.256265 0
26 2005  2.02139e+06 370349 583478 118885 102684 118885 118885 102684 118885 0.251962 0
26 2006  3.18003e+06 397515 641400 131169 106038 131169 131169 106038 131169 0.245153 0
26 2007  2.74938e+06 381169 641725 101029 108303 101029 101029 108303 101029 0.247441 0
26 2008  2.61866e+06 448282 733073 105289 95734.4 105289 105289 95734.4 105289 0.183762 0
26 2009  3.29812e+06 525014 838854 108299 121136 108299 108299 121136 108299 0.205863 0
26 2010  3.85274e+06 584327 911925 116972 115237 116972 116972 115237 116972 0.180983 0
26 2011  3.19979e+06 561155 873941 118106 139546 118106 118106 139546 118106 0.222083 0
26 2012  3.43011e+06 542233 871726 141842 137656 141842 141842 137656 141842 0.213881 0
26 2013  3.56407e+06 584661 910458 126360 123843 126360 126360 123843 126360 0.187178 0
26 2014  1.98438e+06 636518 978244 133664 129860 133664 133664 129860 133664 0.200269 0
26 2015  2.15143e+06 560739 735145 134577 137962 134577 134577 137962 134577 0.217691 0
26 2016  2.98537e+06 535460 697768 136931 142689 136931 136931 142689 136931 0.250028 0
26 2017  1.9706e+06 507564 678426 114281 107523 114281 114281 107523 114281 0.203511 0
26 2018  4.3546e+06 435600 594596 105954 104549 105954 105954 104549 105954 0.2274 0
26 2019  2.65982e+06 401079 580207 86015.4 83313 86015.4 86015.4 83313 86015.4 0.179448 0
26 2020  2.18958e+06 421269 592877 79078.7 84722.1 79078.7 79078.7 84722.1 79078.7 0.177904 0
26 2021  7.0902e+06 438708 631654 73222.5 71464.7 73222.5 73222.5 71464.7 73222.5 0.140444 0
26 2022  3.15949e+06 431353 671519 64879 66775.8 64879 64879 66775.8 64879 0.128449 0
26 2023  NA 524570 NA NA NA NA NA NA NA NA NA
27 1974  49345.8 41109.7 59652 17985.6 18546.4 17985.6 17985.6 18546.4 17985.6 0.459969 0
27 1975  111653 43370.2 58644.7 20769.5 20005.9 20769.5 20769.5 20005.9 20769.5 0.467514 0
27 1976  139807 43000.1 52736.2 17322.2 17525.8 17322.2 17322.2 17525.8 17322.2 0.435077 0
27 1977  51273.8 35230.6 53985.2 18000.7 15070.4 18000.7 18000.7 15070.4 18000.7 0.395672 0
27 1978  15071.1 40178 58582.5 20275.7 20957.6 20275.7 20275.7 20957.6 20275.7 0.485299 0
