"Species.n" "Year" "Rec" "SSB" "TSB" "SOP" "SOP.hat" "Yield" "yield.hat" "mean.F" "Eaten"
27 1966 57743 114640 0 33337 0 0 0 0.341 0
27 1967 96117 110650 0 33436 0 0 0 0.417 0
27 1968 132130 90785 0 33176 0 0 0 0.489 0
27 1969 86231 71932 0 27556 0 0 0 0.534 0
27 1970 198109 64950 0 19681 0 0 0 0.527 0
27 1971 56211 54268 0 23649 0 0 0 0.504 0
27 1972 117356 61747 0 21083 0 0 0 0.511 0
27 1973 154007 47078 0 19304 0 0 0 0.545 0
27 1974 122279 45936 0 17986 0 0 0 0.555 0
27 1975 60145 49853 0 20769 0 0 0 0.514 0
27 1976 146628 49212 0 17322 0 0 0 0.471 0
27 1977 186133 40863 0 18000 0 0 0 0.464 0
27 1978 63085 48356 0 20276 0 0 0 0.488 0
27 1979 17072 56811 0 22594 0 0 0 0.511 0
27 1980 180708 41673 0 15802 0 0 0 0.515 0
27 1981 241524 27215 0 15399 0 0 0 0.53 0
27 1982 220094 42749 0 21574 0 0 0 0.566 0
27 1983 189684 57350 0 24923 0 0 0 0.614 0
27 1984 86918 56742 0 26836 0 0 0 0.63 0
27 1985 110076 52028 0 24244 0 0 0 0.603 0
27 1986 176820 38398 0 18197 0 0 0 0.568 0
27 1987 86035 35961 0 17365 0 0 0 0.533 0
27 1988 636146 45188 0 21586 0 0 0 0.503 0
27 1989 122846 38100 0 21801 0 0 0 0.479 0
27 1990 222523 111910 0 35117 0 0 0 0.466 0
27 1991 90058 88769 0 33510 0 0 0 0.469 0
27 1992 481581 82774 0 29338 0 0 0 0.489 0
27 1993 113158 62285 0 31488 0 0 0 0.529 0
27 1994 82237 94297 0 32999 0 0 0 0.591 0
27 1995 126246 68024 0 30465 0 0 0 0.662 0
27 1996 76274 41735 0 22647 0 0 0 0.699 0
27 1997 298508 32956 0 14899 0 0 0 0.688 0
27 1998 137173 23879 0 20865 0 0 0 0.666 0
27 1999 109169 44742 0 23472 0 0 0 0.655 0
27 2000 140132 38431 0 22639 0 0 0 0.649 0
27 2001 75472 30294 0 19941 0 0 0 0.62 0
27 2002 200781 28906 0 18658 0 0 0 0.586 0
27 2003 98256 23289 0 19284 0 0 0 0.567 0
27 2004 50793 33905 0 20938 0 0 0 0.56 0
27 2005 51111 29238 0 17696 0 0 0 0.548 0
27 2006 167809 21440 0 13588 0 0 0 0.499 0
27 2007 66910 17741 0 15506 0 0 0 0.452 0
27 2008 74484 28735 0 14616 0 0 0 0.445 0
27 2009 93361 26634 0 15213 0 0 0 0.474 0
27 2010 173790 23981 0 14849 0 0 0 0.504 0
27 2011 170837 22782 0 13188 0 0 0 0.494 0
27 2012 45805 29695 0 14696 0 0 0 0.464 0
27 2013 86258 36067 0 15958 0 0 0 0.433 0
27 2014 148810 28909 0 14640 0 0 0 0.419 0
27 2015 100189 26637 0 14589 0 0 0 0.436 0
27 2016 62225 29577 0 15323 0 0 0 0.487 0
27 2017 111236 26093 0 13573 0 0 0 0.554 0
27 2018 90323 19591 0 12265 0 0 0 0.592 0
27 2019 246789 19503 0 10607 0 0 0 0.553 0
27 2020 40466 18580 0 10490 0 0 0 0.42 0
27 2021 66853 31452 0 9144 0 0 0 0.261 0
27 2022 102517 28999 0 5826 0 0 0 0.148 0
27 2023 109511 31949 0 NA 0 0 0 NA 0
25 1974 536673000 606751 0 NA 0 0 0 1.106 0
25 1975 707297000 615149 0 NA 0 0 0 1.689 0
25 1976 330657000 498822 0 NA 0 0 0 1.773 0
25 1977 627792000 339628 0 NA 0 0 0 1.596 0
25 1978 1087750000 388524 0 NA 0 0 0 1.015 0
25 1979 562257000 650101 0 NA 0 0 0 0.64 0
25 1980 331334000 456364 0 NA 0 0 0 2.328 0
25 1981 79910900 305247 0 NA 0 0 0 1.195 0
25 1982 38772500 165424 0 NA 0 0 0 0.998 0
25 1983 56639000 72603 0 NA 0 0 0 1.593 0
25 1984 36687000 55173 0 NA 0 0 0 0.916 0
25 1985 25241800 58741 0 NA 0 0 0 1.274 0
25 1986 63356800 24647 0 NA 0 0 0 1.236 0
25 1987 40589000 45388 0 NA 0 0 0 0.372 0
25 1988 64355300 50938 0 NA 0 0 0 1.253 0
25 1989 51642500 44220 0 NA 0 0 0 0.415 0
25 1990 74941200 40318 0 NA 0 0 0 1.566 0
25 1991 96272600 86753 0 NA 0 0 0 0.891 0
25 1992 86768000 105823 0 NA 0 0 0 0.966 0
25 1993 93452600 137855 0 NA 0 0 0 1.545 0
25 1994 99795400 91894 0 NA 0 0 0 0.78 0
25 1995 38858100 139212 0 NA 0 0 0 1.203 0
25 1996 55155400 105229 0 NA 0 0 0 1.379 0
25 1997 50673700 102068 0 NA 0 0 0 1.062 0
25 1998 114831000 132016 0 NA 0 0 0 1.745 0
25 1999 75668400 135732 0 NA 0 0 0 0.975 0
25 2000 74044000 184584 0 NA 0 0 0 1.531 0
25 2001 58811500 124865 0 NA 0 0 0 1.631 0
25 2002 80273300 107840 0 NA 0 0 0 1.676 0
25 2003 102228000 136758 0 NA 0 0 0 1.389 0
25 2004 161300000 166168 0 NA 0 0 0 2.104 0
25 2005 61186300 197987 0 NA 0 0 0 1.373 0
25 2006 78291800 152849 0 NA 0 0 0 1.657 0
25 2007 60113700 126320 0 NA 0 0 0 1.68 0
25 2008 115587000 98402 0 NA 0 0 0 1.585 0
25 2009 98347200 156305 0 NA 0 0 0 0.92 0
25 2010 89665300 157604 0 NA 0 0 0 1.062 0
25 2011 93113000 129007 0 NA 0 0 0 0.92 0
25 2012 66617700 120790 0 NA 0 0 0 1.307 0
25 2013 125612000 103055 0 NA 0 0 0 1.418 0
25 2014 147542000 163494 0 NA 0 0 0 0.662 0
25 2015 82155700 263242 0 NA 0 0 0 1.233 0
25 2016 138704000 190090 0 NA 0 0 0 2.197 0
25 2017 160923000 174785 0 NA 0 0 0 1.419 0
25 2018 137708000 195150 0 NA 0 0 0 1.477 0
25 2019 131797000 183614 0 NA 0 0 0 1.215 0
25 2020 82959600 260337 0 NA 0 0 0 1.884 0
25 2021 74991900 131539 0 NA 0 0 0 1.904 0
25 2022 148669000 114861 0 NA 0 0 0 1.396 0
25 2023 109840549 206581 0 NA 0 0 0 NA 0
17 1978 41625553 393162 0 188222 0 0 0 0.559 0
17 1979 33538362 427066 0 243570 0 0 0 0.587 0
17 1980 16434112 435481 0 223361 0 0 0 0.64 0
17 1981 14887631 392375 0 192119 0 0 0 0.615 0
17 1982 13035187 313248 0 140250 0 0 0 0.523 0
17 1983 19193605 260762 0 161316 0 0 0 0.609 0
17 1984 14841615 201832 0 145636 0 0 0 0.726 0
17 1985 25598967 198047 0 100330 0 0 0 0.651 0
17 1986 24282189 202029 0 161494 0 0 0 0.753 0
17 1987 18620384 207339 0 138737 0 0 0 0.776 0
17 1988 25944636 220469 0 133215 0 0 0 0.692 0
17 1989 16204265 221782 0 123533 0 0 0 0.643 0
17 1990 14342667 219204 0 152602 0 0 0 0.627 0
17 1991 15687463 215770 0 126742 0 0 0 0.488 0
17 1992 17962730 206670 0 108555 0 0 0 0.465 0
17 1993 17460898 193992 0 116911 0 0 0 0.543 0
17 1994 16114856 189213 0 101650 0 0 0 0.554 0
17 1995 12514730 191608 0 105494 0 0 0 0.494 0
17 1996 10518159 171577 0 76123 0 0 0 0.447 0
17 1997 16095200 154457 0 61435 0 0 0 0.399 0
17 1998 26641474 132505 0 47475 0 0 0 0.362 0
17 1999 30726247 130403 0 60845 0 0 0 0.41 0
17 2000 26060340 165431 0 63806 0 0 0 0.393 0
17 2001 24818144 187994 0 45242 0 0 0 0.281 0
17 2002 12410584 181055 0 46450 0 0 0 0.236 0
17 2003 12840890 158627 0 45640 0 0 0 0.243 0
17 2004 15212478 143886 0 33557 0 0 0 0.207 0
17 2005 14916850 129279 0 28883 0 0 0 0.193 0
17 2006 11558730 120055 0 36769 0 0 0 0.228 0
17 2007 17939446 108864 0 26974 0 0 0 0.211 0
17 2008 17627105 111551 0 28247 0 0 0 0.213 0
17 2009 17273026 116450 0 28430 0 0 0 0.218 0
17 2010 17642410 143589 0 34436 0 0 0 0.226 0
17 2011 11632416 136821 0 30668 0 0 0 0.206 0
17 2012 8543128 143393 0 30221 0 0 0 0.204 0
17 2013 13753325 134707 0 26660 0 0 0 0.207 0
17 2014 16510448 125392 0 28375 0 0 0 0.231 0
17 2015 14940500 127889 0 36287 0 0 0 0.268 0
17 2016 17712494 132680 0 33396 0 0 0 0.266 0
17 2017 11077973 143349 0 29344 0 0 0 0.229 0
17 2018 13634181 152116 0 28407 0 0 0 0.209 0
17 2019 26577717 161131 0 30523 0 0 0 0.203 0
17 2020 23622643 214495 0 34924 0 0 0 0.175 0
17 2021 13856825 280528 0 33186 0 0 0 0.139 0
17 2022 14164438 333850 0 27907 0 0 0 0.101 0
17 2023 14923014 348137 0 NA 0 0 0 NA 0
