ParName   Value   Gradient
log_rec(16,1974)      1.81869  2.61347e-05
log_rec(16,1975)      1.40181   1.8754e-05
log_rec(16,1976)      2.61778 -1.23661e-05
log_rec(16,1977)      2.03735 -2.63604e-05
log_rec(16,1978)      2.32035 -0.000125413
log_rec(16,1979)      2.08674  6.39413e-05
log_rec(16,1980)      1.93936 -6.64051e-05
log_rec(16,1981)      3.19076 -9.19482e-05
log_rec(16,1982)      2.17533  1.40367e-05
log_rec(16,1983)      2.29526  8.91743e-05
log_rec(16,1984)       1.9438  1.92787e-06
log_rec(16,1985)      2.20417  4.49581e-05
log_rec(16,1986)      1.83594 -6.18076e-05
log_rec(16,1987)      1.85838 -6.46311e-05
log_rec(16,1988)      1.64168  1.01456e-06
log_rec(16,1989)      1.50588  4.35547e-05
log_rec(16,1990)      1.62777 -1.89366e-06
log_rec(16,1991)       1.8046  -3.0386e-05
log_rec(16,1992)      1.29377 -4.72041e-05
log_rec(16,1993)      1.78067 -9.19165e-06
log_rec(16,1994)      1.54562  1.40148e-05
log_rec(16,1995)      1.72028 -3.96121e-05
log_rec(16,1996)      2.20926  -6.4878e-05
log_rec(16,1997)      1.06958 -3.72318e-05
log_rec(16,1998)      1.53205  -3.5943e-05
log_rec(16,1999)      2.13747 -3.68258e-05
log_rec(16,2000)      1.12864 -6.71013e-05
log_rec(16,2001)      1.18477 -8.55829e-05
log_rec(16,2002)      1.28826 -9.92582e-05
log_rec(16,2003)      1.82586 -0.000111542
log_rec(16,2004)      1.51356 -7.17299e-05
log_rec(16,2005)      2.08857 -0.000157526
log_rec(16,2006)      1.48616 -0.000167405
log_rec(16,2007)      1.53533 -0.000139193
log_rec(16,2008)      1.50323 -0.000111066
log_rec(16,2009)       1.3919 -0.000104039
log_rec(16,2010)      1.19956 -0.000146845
log_rec(16,2011)      1.97647 -0.000153678
log_rec(16,2012)      2.37784 -0.000174086
log_rec(16,2013)      2.07296 -0.000165719
log_rec(16,2014)       1.5084 -0.000205058
log_rec(16,2015)       1.2197 -0.000187267
log_rec(16,2016)      1.54223 -0.000112586
log_rec(16,2017)     0.838068 -9.95339e-05
log_rec(16,2018)     0.816957 -9.01996e-05
log_rec(16,2019)     0.687502 -2.58755e-05
log_rec(16,2020)     0.478205 -2.46006e-05
log_rec(16,2021)      1.17852 -2.91029e-06
log_rec(16,2022)      1.32094  8.49146e-06
log_rec(17,1974)      2.64449  4.56782e-05
log_rec(17,1975)      2.51303  3.70579e-05
log_rec(17,1976)      2.75894  1.34172e-05
log_rec(17,1977)      2.49871 -6.04821e-05
log_rec(17,1978)      2.59541  -2.0899e-05
log_rec(17,1979)      2.13128  8.31328e-05
log_rec(17,1980)      1.78615  3.16255e-05
log_rec(17,1981)      2.35853  6.27879e-08
log_rec(17,1982)      1.37689  6.86654e-07
log_rec(17,1983)      1.67396  5.48019e-06
log_rec(17,1984)      1.81118  1.72725e-05
log_rec(17,1985)      1.88209  3.49882e-05
log_rec(17,1986)      2.09026  -3.4689e-05
log_rec(17,1987)      2.00213 -3.92649e-05
log_rec(17,1988)      2.21993 -2.52792e-05
log_rec(17,1989)      1.87618  4.66535e-05
log_rec(17,1990)       1.7028  1.66385e-05
log_rec(17,1991)      1.65205  7.40677e-06
log_rec(17,1992)      1.96185  4.77569e-06
log_rec(17,1993)      1.77696  1.95955e-05
log_rec(17,1994)      1.80131  1.96208e-05
log_rec(17,1995)      1.70898 -2.28903e-06
log_rec(17,1996)      1.17335  1.32032e-05
log_rec(17,1997)      1.82619  2.17675e-05
log_rec(17,1998)      2.36283   4.8748e-05
log_rec(17,1999)      2.30006  3.44299e-05
log_rec(17,2000)      2.23181  8.32167e-06
log_rec(17,2001)      2.39505 -6.06363e-05
log_rec(17,2002)       1.9951 -2.01987e-06
log_rec(17,2003)      1.58728   -2.196e-05
