data Species.n Quarter Year fleet Age observed model residual stand.residual s2
catch 25 2 2020 -9 2  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 2 2020 -9 3  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 2 2021 -9 1  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 2 2021 -9 2  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 2 2021 -9 3  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 2 2022 -9 1  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 2 2022 -9 2  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 2 2022 -9 3  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1974 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1974 -9 1  1.610110e+07 2.197287e+07 -3.109211e-01 -3.261199e-01 9.089619e-01
catch 25 3 1974 -9 2  2.155720e+06 1.575509e+06 3.135461e-01 3.288732e-01 9.089619e-01
catch 25 3 1974 -9 3  4.756130e+05 4.645940e+05 2.344064e-02 2.344064e-01 1.000000e-02
catch 25 3 1975 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1975 -9 1  2.772350e+07 2.720988e+07 1.870016e-02 1.961428e-02 9.089619e-01
catch 25 3 1975 -9 2  1.005260e+07 1.038390e+07 -3.242517e-02 -3.401022e-02 9.089619e-01
catch 25 3 1975 -9 3  2.601820e+05 2.612238e+05 -3.996123e-03 -3.996123e-02 1.000000e-02
catch 25 3 1976 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1976 -9 1  4.220980e+07 4.787037e+07 -1.258442e-01 -1.319959e-01 9.089619e-01
catch 25 3 1976 -9 2  2.888650e+06 4.341821e+06 -4.075046e-01 -4.274247e-01 9.089619e-01
catch 25 3 1976 -9 3  1.809130e+05 1.823944e+05 -8.155299e-03 -8.155299e-02 1.000000e-02
catch 25 3 1977 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1977 -9 1  1.278610e+07 1.521257e+07 -1.737637e-01 -1.822579e-01 9.089619e-01
catch 25 3 1977 -9 2  5.181870e+06 8.358696e+06 -4.781365e-01 -5.015093e-01 9.089619e-01
catch 25 3 1977 -9 3  1.097120e+05 1.096718e+05 3.665007e-04 3.665007e-03 1.000000e-02
catch 25 3 1978 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1978 -9 1  3.218450e+07 1.658410e+07 6.630407e-01 6.954523e-01 9.089619e-01
catch 25 3 1978 -9 2  4.274730e+05 1.613254e+06 -1.328117e+00 -1.393040e+00 9.089619e-01
catch 25 3 1978 -9 3  9.643470e+04 9.803680e+04 -1.647687e-02 -1.647687e-01 1.000000e-02
catch 25 3 1979 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1979 -9 1  3.686680e+07 1.859135e+07 6.846152e-01 7.180814e-01 9.089619e-01
catch 25 3 1979 -9 2  6.440420e+05 4.794207e+06 -2.007400e+00 -2.105528e+00 9.089619e-01
catch 25 3 1979 -9 3  1.171390e+05 1.161243e+05 8.699734e-03 8.699734e-02 1.000000e-02
catch 25 3 1980 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1980 -9 1  1.423760e+07 4.982947e+07 -1.252720e+00 -1.313957e+00 9.089619e-01
catch 25 3 1980 -9 2  1.742140e+07 1.785005e+07 -2.430690e-02 -2.549510e-02 9.089619e-01
catch 25 3 1980 -9 3  1.481070e+06 1.450250e+06 2.102908e-02 2.102908e-01 1.000000e-02
catch 25 3 1981 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1981 -9 1  1.232240e+07 8.497372e+06 3.716618e-01 3.898298e-01 9.089619e-01
catch 25 3 1981 -9 2  1.483240e+06 4.082704e+06 -1.012531e+00 -1.062026e+00 9.089619e-01
catch 25 3 1981 -9 3  1.308050e+05 1.347748e+05 -2.989779e-02 -2.989779e-01 1.000000e-02
catch 25 3 1982 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1982 -9 1  6.350510e+06 2.585353e+06 8.986731e-01 9.426032e-01 9.089619e-01
catch 25 3 1982 -9 2  6.015810e+05 1.096182e+06 -6.000275e-01 -6.293588e-01 9.089619e-01
catch 25 3 1982 -9 3  6.487910e+04 6.523529e+04 -5.475057e-03 -5.475057e-02 1.000000e-02
catch 25 3 1983 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1983 -9 1  2.819240e+06 6.500936e+06 -8.354788e-01 -8.763197e-01 9.089619e-01
catch 25 3 1983 -9 2  9.695990e+05 1.430444e+06 -3.888575e-01 -4.078661e-01 9.089619e-01
catch 25 3 1983 -9 3  1.556530e+05 1.548751e+05 5.010483e-03 5.010483e-02 1.000000e-02
catch 25 3 1984 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1984 -9 1  6.475020e+06 2.640476e+06 8.969924e-01 9.408403e-01 9.089619e-01
catch 25 3 1984 -9 2  4.172350e+05 2.497137e+05 5.133344e-01 5.384278e-01 9.089619e-01
catch 25 3 1984 -9 3  2.532430e+03 2.690155e+03 -6.041933e-02 -6.041933e-01 1.000000e-02
catch 25 3 1985 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1985 -9 1  1.304460e+06 2.012672e+06 -4.336741e-01 -4.548735e-01 9.089619e-01
catch 25 3 1985 -9 2  1.972030e+06 1.280204e+06 4.320439e-01 4.531636e-01 9.089619e-01
catch 25 3 1985 -9 3  3.767960e+04 3.763422e+04 1.205092e-03 1.205092e-02 1.000000e-02
catch 25 3 1986 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1986 -9 1  1.777800e+05 4.541466e+06 -3.240458e+00 -3.398862e+00 9.089619e-01
catch 25 3 1986 -9 2  4.527450e+05 1.688533e+06 -1.316286e+00 -1.380631e+00 9.089619e-01
catch 25 3 1986 -9 3  3.476200e+05 3.475933e+05 7.688333e-05 7.688333e-04 1.000000e-02
catch 25 3 1987 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1987 -9 1  2.250590e+06 1.394522e+06 4.786405e-01 5.020380e-01 9.089619e-01
catch 25 3 1987 -9 2  1.285120e+05 1.008943e+05 2.419490e-01 2.537763e-01 9.089619e-01
catch 25 3 1987 -9 3  2.524940e+03 2.605182e+03 -3.128524e-02 -3.128524e-01 1.000000e-02
catch 25 3 1988 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1988 -9 1  2.096910e+06 4.507603e+06 -7.653008e-01 -8.027112e-01 9.089619e-01
catch 25 3 1988 -9 2  2.830050e+06 1.506492e+06 6.305107e-01 6.613321e-01 9.089619e-01
catch 25 3 1988 -9 3  4.236360e+04 4.241021e+04 -1.099676e-03 -1.099676e-02 1.000000e-02
catch 25 3 1989 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1989 -9 1  1.706820e+06 2.837591e+05 1.794262e+00 1.881971e+00 9.089619e-01
catch 25 3 1989 -9 2  3.613840e+06 1.134694e+05 3.460993e+00 3.630178e+00 9.089619e-01
catch 25 3 1989 -9 3  5.716040e+03 6.070063e+03 -6.009279e-02 -6.009279e-01 1.000000e-02
catch 25 3 1990 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1990 -9 1  2.633070e+06 1.009989e+07 -1.344374e+00 -1.410091e+00 9.089619e-01
catch 25 3 1990 -9 2  2.234210e+06 1.618567e+06 3.223464e-01 3.381038e-01 9.089619e-01
catch 25 3 1990 -9 3  3.425140e+05 3.037411e+05 1.201368e-01 1.201368e+00 1.000000e-02
catch 25 3 1991 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1991 -9 1  1.684270e+06 1.788816e+06 -6.022172e-02 -6.316555e-02 9.089619e-01
catch 25 3 1991 -9 2  2.416750e+06 3.929257e+05 1.816558e+00 1.905358e+00 9.089619e-01
catch 25 3 1991 -9 3  8.159070e+03 8.454152e+03 -3.552750e-02 -3.552750e-01 1.000000e-02
catch 25 3 1992 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1992 -9 1  9.695460e+06 2.382522e+06 1.403498e+00 1.472106e+00 9.089619e-01
catch 25 3 1992 -9 2  1.315320e+06 1.941908e+06 -3.895912e-01 -4.086357e-01 9.089619e-01
catch 25 3 1992 -9 3  1.775840e+05 1.615530e+05 9.461032e-02 9.461032e-01 1.000000e-02
catch 25 3 1993 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1993 -9 1  3.026870e+06 4.938927e+06 -4.896190e-01 -5.135532e-01 9.089619e-01
catch 25 3 1993 -9 2  5.339040e+06 9.658644e+05 1.709778e+00 1.793357e+00 9.089619e-01
catch 25 3 1993 -9 3  2.478390e+05 2.308128e+05 7.117240e-02 7.117240e-01 1.000000e-02
catch 25 3 1994 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1994 -9 1  4.072050e+07 7.699979e+06 1.665514e+00 1.746930e+00 9.089619e-01
catch 25 3 1994 -9 2  5.168540e+05 1.491771e+06 -1.059959e+00 -1.111773e+00 9.089619e-01
catch 25 3 1994 -9 3  1.007370e+05 9.542009e+04 5.422403e-02 5.422403e-01 1.000000e-02
catch 25 3 1995 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1995 -9 1  2.446660e+07 1.088004e+07 8.103786e-01 8.499925e-01 9.089619e-01
catch 25 3 1995 -9 2  3.192400e+06 5.718804e+06 -5.829867e-01 -6.114850e-01 9.089619e-01
catch 25 3 1995 -9 3  3.717590e+05 3.442766e+05 7.680044e-02 7.680043e-01 1.000000e-02
catch 25 3 1996 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1996 -9 1  2.334970e+05 1.397409e+06 -1.789206e+00 -1.876668e+00 9.089619e-01
catch 25 3 1996 -9 2  8.165110e+05 2.524374e+06 -1.128708e+00 -1.183883e+00 9.089619e-01
catch 25 3 1996 -9 3  2.865030e+05 2.753086e+05 3.985637e-02 3.985637e-01 1.000000e-02
catch 25 3 1997 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1997 -9 1  2.286580e+06 2.268908e+06 7.758672e-03 8.137941e-03 9.089619e-01
catch 25 3 1997 -9 2  1.305930e+05 3.992596e+05 -1.117526e+00 -1.172155e+00 9.089619e-01
catch 25 3 1997 -9 3  2.028220e+05 1.987480e+05 2.029121e-02 2.029121e-01 1.000000e-02
catch 25 3 1998 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1998 -9 1  3.567340e+06 3.761939e+06 -5.311436e-02 -5.571077e-02 9.089619e-01
catch 25 3 1998 -9 2  1.498340e+06 2.501871e+06 -5.126809e-01 -5.377424e-01 9.089619e-01
catch 25 3 1998 -9 3  2.589930e+05 2.429848e+05 6.380202e-02 6.380202e-01 1.000000e-02
catch 25 3 1999 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 1999 -9 1  1.593920e+07 6.432516e+06 9.074158e-01 9.517732e-01 9.089619e-01
catch 25 3 1999 -9 2  4.778150e+05 6.604190e+05 -3.236509e-01 -3.394720e-01 9.089619e-01
catch 25 3 1999 -9 3  6.921920e+04 6.937524e+04 -2.251813e-03 -2.251813e-02 1.000000e-02
catch 25 3 2000 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2000 -9 1  9.822670e+06 8.496586e+06 1.450286e-01 1.521180e-01 9.089619e-01
catch 25 3 2000 -9 2  1.767260e+06 3.051901e+06 -5.463344e-01 -5.730410e-01 9.089619e-01
catch 25 3 2000 -9 3  7.015970e+04 7.341010e+04 -4.528751e-02 -4.528751e-01 1.000000e-02
catch 25 3 2001 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2001 -9 1  5.767630e+06 1.785541e+06 1.172540e+00 1.229857e+00 9.089619e-01
catch 25 3 2001 -9 2  3.155500e+05 3.940672e+05 -2.222043e-01 -2.330663e-01 9.089619e-01
catch 25 3 2001 -9 3  7.693890e+03 8.950857e+03 -1.513228e-01 -1.513228e+00 1.000000e-02
catch 25 3 2002 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2002 -9 1  6.586440e+06 4.997982e+06 2.759787e-01 2.894694e-01 9.089619e-01
catch 25 3 2002 -9 2  5.945570e+05 1.667713e+06 -1.031392e+00 -1.081810e+00 9.089619e-01
catch 25 3 2002 -9 3  1.086790e+05 1.127956e+05 -3.717852e-02 -3.717852e-01 1.000000e-02
catch 25 3 2003 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2003 -9 1  4.003320e+06 3.526786e+06 1.267370e-01 1.329323e-01 9.089619e-01
catch 25 3 2003 -9 2  5.944980e+05 1.094395e+06 -6.102397e-01 -6.400702e-01 9.089619e-01
catch 25 3 2003 -9 3  6.814350e+04 7.004646e+04 -2.754292e-02 -2.754292e-01 1.000000e-02
catch 25 3 2004 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2004 -9 1  4.217280e+06 4.538303e+06 -7.336281e-02 -7.694903e-02 9.089619e-01
catch 25 3 2004 -9 2  7.315000e+05 1.128486e+06 -4.335349e-01 -4.547275e-01 9.089619e-01
catch 25 3 2004 -9 3  7.891310e+04 7.775275e+04 1.481338e-02 1.481338e-01 1.000000e-02
catch 25 3 2005 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2005 -9 1  1.340970e+07 8.038088e+06 5.117871e-01 5.368049e-01 9.089619e-01
catch 25 3 2005 -9 2  4.792220e+05 1.371052e+06 -1.051170e+00 -1.102555e+00 9.089619e-01
catch 25 3 2005 -9 3  8.885820e+04 8.564090e+04 3.687884e-02 3.687884e-01 1.000000e-02
catch 25 3 2006 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2006 -9 1  1.987700e+06 5.293206e+06 -9.794460e-01 -1.027324e+00 9.089619e-01
catch 25 3 2006 -9 2  1.401800e+06 5.556977e+06 -1.377297e+00 -1.444624e+00 9.089619e-01
catch 25 3 2006 -9 3  2.951580e+05 2.756123e+05 6.851566e-02 6.851566e-01 1.000000e-02
catch 25 3 2007 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2007 -9 1  1.693270e+06 1.629648e+06 3.829753e-02 4.016964e-02 9.089619e-01
catch 25 3 2007 -9 2  1.895510e+05 3.977161e+05 -7.410802e-01 -7.773066e-01 9.089619e-01
catch 25 3 2007 -9 3  6.767210e+04 6.881463e+04 -1.674236e-02 -1.674236e-01 1.000000e-02
catch 25 3 2008 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2008 -9 1  4.224300e+05 4.140640e+06 -2.282582e+00 -2.394162e+00 9.089619e-01
catch 25 3 2008 -9 2  1.447940e+06 2.759301e+06 -6.448354e-01 -6.763570e-01 9.089619e-01
catch 25 3 2008 -9 3  3.297700e+05 2.946018e+05 1.127708e-01 1.127708e+00 1.000000e-02
catch 25 3 2009 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2009 -9 1  4.776950e+06 3.273615e+06 3.779072e-01 3.963806e-01 9.089619e-01
catch 25 3 2009 -9 2  2.199220e+05 3.643723e+05 -5.049032e-01 -5.295845e-01 9.089619e-01
catch 25 3 2009 -9 3  3.903670e+04 4.055742e+04 -3.821656e-02 -3.821656e-01 1.000000e-02
catch 25 3 2010 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2010 -9 1  1.732170e+06 3.017352e+06 -5.550046e-01 -5.821350e-01 9.089619e-01
catch 25 3 2010 -9 2  6.891660e+05 2.203350e+06 -1.162252e+00 -1.219067e+00 9.089619e-01
catch 25 3 2010 -9 3  9.004040e+04 9.468051e+04 -5.024969e-02 -5.024969e-01 1.000000e-02
catch 25 3 2011 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2011 -9 1  1.847210e+06 3.196273e+06 -5.483090e-01 -5.751121e-01 9.089619e-01
catch 25 3 2011 -9 2  1.105020e+06 1.302228e+06 -1.642132e-01 -1.722405e-01 9.089619e-01
catch 25 3 2011 -9 3  2.817080e+05 2.987796e+05 -5.883516e-02 -5.883516e-01 1.000000e-02
catch 25 3 2012 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2012 -9 1  2.527700e+06 2.012465e+06 2.279494e-01 2.390923e-01 9.089619e-01
catch 25 3 2012 -9 2  7.294270e+05 8.436049e+05 -1.454250e-01 -1.525339e-01 9.089619e-01
catch 25 3 2012 -9 3  1.216650e+05 1.301226e+05 -6.720584e-02 -6.720584e-01 1.000000e-02
catch 25 3 2013 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2013 -9 1  1.973360e+06 7.949387e+05 9.092279e-01 9.536739e-01 9.089619e-01
catch 25 3 2013 -9 2  4.115580e+05 4.839527e+05 -1.620373e-01 -1.699582e-01 9.089619e-01
catch 25 3 2013 -9 3  7.270460e+04 7.786954e+04 -6.863025e-02 -6.863025e-01 1.000000e-02
catch 25 3 2014 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2014 -9 1  9.499010e+06 3.242229e+06 1.074926e+00 1.127472e+00 9.089619e-01
catch 25 3 2014 -9 2  6.272370e+05 3.793266e+05 5.029269e-01 5.275117e-01 9.089619e-01
catch 25 3 2014 -9 3  1.055190e+05 1.059574e+05 -4.145850e-03 -4.145850e-02 1.000000e-02
catch 25 3 2015 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2015 -9 1  1.294780e+07 5.525559e+06 8.515415e-01 8.931677e-01 9.089619e-01
catch 25 3 2015 -9 2  2.926870e+06 3.065346e+06 -4.622702e-02 -4.848675e-02 9.089619e-01
catch 25 3 2015 -9 3  1.615950e+05 1.767217e+05 -8.948300e-02 -8.948300e-01 1.000000e-02
catch 25 3 2016 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2016 -9 1  1.277500e+07 6.510885e+06 6.740148e-01 7.069629e-01 9.089619e-01
catch 25 3 2016 -9 2  4.537370e+06 2.825690e+06 4.735949e-01 4.967458e-01 9.089619e-01
catch 25 3 2016 -9 3  4.395700e+05 4.740535e+05 -7.552313e-02 -7.552313e-01 1.000000e-02
catch 25 3 2017 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2017 -9 1  9.076650e+06 3.138143e+06 1.062074e+00 1.113992e+00 9.089619e-01
catch 25 3 2017 -9 2  7.386270e+05 7.816630e+05 -5.663060e-02 -5.939889e-02 9.089619e-01
catch 25 3 2017 -9 3  8.829490e+04 8.699220e+04 1.486387e-02 1.486387e-01 1.000000e-02
catch 25 3 2018 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2018 -9 1  1.156200e+07 1.198557e+07 -3.597988e-02 -3.773869e-02 9.089619e-01
catch 25 3 2018 -9 2  2.878460e+06 2.879671e+06 -4.206944e-04 -4.412593e-04 9.089619e-01
catch 25 3 2018 -9 3  3.105520e+05 2.953468e+05 5.020112e-02 5.020112e-01 1.000000e-02
catch 25 3 2019 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2019 -9 1  9.775220e+06 6.106780e+06 4.704509e-01 4.934481e-01 9.089619e-01
catch 25 3 2019 -9 2  3.342790e+06 2.594938e+06 2.532433e-01 2.656226e-01 9.089619e-01
catch 25 3 2019 -9 3  1.636960e+05 1.628630e+05 5.101389e-03 5.101389e-02 1.000000e-02
catch 25 3 2020 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2020 -9 1  1.015330e+07 4.792279e+06 7.507928e-01 7.874940e-01 9.089619e-01
catch 25 3 2020 -9 2  3.429490e+06 2.823583e+06 1.944049e-01 2.039080e-01 9.089619e-01
catch 25 3 2020 -9 3  4.293180e+05 4.107307e+05 4.426025e-02 4.426025e-01 1.000000e-02
catch 25 3 2021 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2021 -9 1  5.840600e+06 2.630295e+06 7.977374e-01 8.367334e-01 9.089619e-01
catch 25 3 2021 -9 2  1.505980e+06 1.172224e+06 2.505411e-01 2.627883e-01 9.089619e-01
catch 25 3 2021 -9 3  2.555400e+05 2.440613e+05 4.595964e-02 4.595964e-01 1.000000e-02
catch 25 3 2022 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 3 2022 -9 1  7.104280e+06 1.992870e+06 1.271122e+00 1.333258e+00 9.089619e-01
catch 25 3 2022 -9 2  8.141210e+05 5.154737e+05 4.570227e-01 4.793635e-01 9.089619e-01
catch 25 3 2022 -9 3  9.939900e+04 9.403438e+04 5.548163e-02 5.548163e-01 1.000000e-02
catch 25 4 1974 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1974 -9 1  1.154410e+07 1.129297e+07 2.199374e-02 2.491443e-02 7.792845e-01
catch 25 4 1974 -9 2  8.663990e+05 1.197885e+06 -3.239677e-01 -3.669895e-01 7.792845e-01
catch 25 4 1974 -9 3  4.822810e+04 5.101717e+05 -2.358805e+00 -1.969349e+00 1.434627e+00
catch 25 4 1975 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1975 -9 1  1.454190e+07 1.055731e+07 3.202155e-01 3.627391e-01 7.792845e-01
catch 25 4 1975 -9 2  4.378410e+06 4.156896e+06 5.191708e-02 5.881150e-02 7.792845e-01
catch 25 4 1975 -9 3  1.668070e+05 1.582120e+05 5.290150e-02 4.416707e-02 1.434627e+00
catch 25 4 1976 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1976 -9 1  1.876270e+07 1.973551e+07 -5.054866e-02 -5.726136e-02 7.792845e-01
catch 25 4 1976 -9 2  1.613140e+06 2.012937e+06 -2.214121e-01 -2.508149e-01 7.792845e-01
catch 25 4 1976 -9 3  8.860380e+04 1.258176e+05 -3.506587e-01 -2.927623e-01 1.434627e+00
catch 25 4 1977 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1977 -9 1  4.904590e+06 6.381486e+06 -2.632294e-01 -2.981854e-01 7.792845e-01
catch 25 4 1977 -9 2  3.679150e+06 3.585037e+06 2.591303e-02 2.935420e-02 7.792845e-01
catch 25 4 1977 -9 3  6.768790e+04 7.179156e+04 -5.885953e-02 -4.914138e-02 1.434627e+00
catch 25 4 1978 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1978 -9 1  1.034500e+07 9.130517e+06 1.248810e-01 1.414648e-01 7.792845e-01
catch 25 4 1978 -9 2  1.209580e+06 1.363150e+06 -1.195250e-01 -1.353975e-01 7.792845e-01
catch 25 4 1978 -9 3  1.166950e+05 1.149367e+05 1.518178e-02 1.267515e-02 1.434627e+00
catch 25 4 1979 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1979 -9 1  1.135590e+07 1.069058e+07 6.037434e-02 6.839186e-02 7.792845e-01
catch 25 4 1979 -9 2  2.152260e+06 4.605729e+06 -7.607825e-01 -8.618120e-01 7.792845e-01
catch 25 4 1979 -9 3  6.338610e+04 1.545470e+05 -8.912537e-01 -7.441010e-01 1.434627e+00
catch 25 4 1980 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1980 -9 1  9.415160e+06 1.654603e+07 -5.638253e-01 -6.386994e-01 7.792845e-01
catch 25 4 1980 -9 2  1.152060e+07 5.421856e+06 7.536985e-01 8.537872e-01 7.792845e-01
catch 25 4 1980 -9 3  9.794150e+05 6.906713e+05 3.492914e-01 2.916207e-01 1.434627e+00
catch 25 4 1981 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1981 -9 1  3.540740e+06 3.541907e+06 -3.295275e-04 -3.732876e-04 7.792845e-01
catch 25 4 1981 -9 2  3.025290e+06 1.787700e+06 5.260769e-01 5.959382e-01 7.792845e-01
catch 25 4 1981 -9 3  2.020480e+05 8.881495e+04 8.219503e-01 6.862401e-01 1.434627e+00
catch 25 4 1982 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1982 -9 1  5.021080e+06 1.287769e+06 1.360734e+00 1.541435e+00 7.792845e-01
catch 25 4 1982 -9 2  1.070960e+06 7.786755e+05 3.187164e-01 3.610409e-01 7.792845e-01
catch 25 4 1982 -9 3  5.533330e+04 6.917957e+04 -2.233308e-01 -1.864572e-01 1.434627e+00
catch 25 4 1983 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1983 -9 1  1.334330e+06 2.008200e+06 -4.088097e-01 -4.630983e-01 7.792845e-01
catch 25 4 1983 -9 2  5.886780e+05 3.075372e+05 6.492832e-01 7.355059e-01 7.792845e-01
catch 25 4 1983 -9 3  9.111160e+04 5.731855e+04 4.634608e-01 3.869399e-01 1.434627e+00
catch 25 4 1984 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1984 -9 1  2.535350e+06 1.452351e+06 5.571482e-01 6.311357e-01 7.792845e-01
catch 25 4 1984 -9 2  2.476540e+05 2.298461e+05 7.462251e-02 8.453214e-02 7.792845e-01
catch 25 4 1984 -9 3  4.803460e+03 3.401039e+03 3.452555e-01 2.882512e-01 1.434627e+00
catch 25 4 1985 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1985 -9 1  5.760040e+05 1.076263e+06 -6.251356e-01 -7.081516e-01 7.792845e-01
catch 25 4 1985 -9 2  8.707800e+05 1.113560e+06 -2.459284e-01 -2.785869e-01 7.792845e-01
catch 25 4 1985 -9 3  1.663800e+04 4.768269e+04 -1.052879e+00 -8.790409e-01 1.434627e+00
catch 25 4 1986 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1986 -9 1  1.569130e+05 1.253498e+06 -2.078002e+00 -2.353953e+00 7.792845e-01
catch 25 4 1986 -9 2  3.996040e+05 3.530794e+05 1.237812e-01 1.402189e-01 7.792845e-01
catch 25 4 1986 -9 3  3.068180e+05 1.217576e+05 9.242229e-01 7.716267e-01 1.434627e+00
catch 25 4 1987 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1987 -9 1  1.790260e+06 7.476573e+05 8.731714e-01 9.891258e-01 7.792845e-01
catch 25 4 1987 -9 2  2.675970e+05 9.823011e+04 1.002169e+00 1.135254e+00 7.792845e-01
catch 25 4 1987 -9 3  9.775500e+02 3.517565e+03 -1.280475e+00 -1.069059e+00 1.434627e+00
catch 25 4 1988 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1988 -9 1  3.141060e+05 1.941860e+06 -1.821671e+00 -2.063583e+00 7.792845e-01
catch 25 4 1988 -9 2  5.279860e+05 8.051841e+05 -4.220011e-01 -4.780415e-01 7.792845e-01
catch 25 4 1988 -9 3  1.152570e+04 3.515190e+04 -1.115099e+00 -9.309881e-01 1.434627e+00
catch 25 4 1989 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1989 -9 1  7.641460e+04 1.592656e+05 -7.343995e-01 -8.319254e-01 7.792845e-01
catch 25 4 1989 -9 2  8.892500e+04 1.322780e+05 -3.971125e-01 -4.498477e-01 7.792845e-01
catch 25 4 1989 -9 3  3.418500e+02 9.816610e+03 -3.357459e+00 -2.803117e+00 1.434627e+00
catch 25 4 1990 -9 0  -99.9 -99.9 -99.9  -99.9 -99.9
catch 25 4 1990 -9 1  2.058040e+06 3.694090e+06 -5.849801e-01 -6.626635e-01 7.792845e-01
