"SMS_area" "year" "quarter" "prey" "prey.no" "prey.age" "prey.size.class" "prey.size" "ALK.MeanL" "ALK"
1 1985 1 "NOP" 24 3 5 "0200-0250" 20.825056924 6.5778075189
1 1985 1 "NOP" 24 3 6 "0250-0300" 27.653652393 0.0127776513
1 1985 1 "SPR" 25 1 1 "0050-0070" 6.1254071579 42.793934136
1 1985 1 "SPR" 25 1 2 "0070-0100" 8.3129232591 54.934998997
1 1985 1 "SPR" 25 1 3 "0100-0150" 10.402388 2.2710668672
1 1985 1 "SPR" 25 2 2 "0070-0100" 8.8415691835 32.47329368
1 1985 1 "SPR" 25 2 3 "0100-0150" 11.387182362 67.52670632
1 1985 1 "SPR" 25 3 2 "0070-0100" 9.4947933566 3.3384527829
1 1985 1 "SPR" 25 3 3 "0100-0150" 12.372777643 96.661547217
1 1985 2 "COD" 16 1 2 "0070-0100" 9.22167307 1.0000836657
1 1985 2 "COD" 16 1 3 "0100-0150" 13.023166237 18.694924784
1 1985 2 "COD" 16 1 4 "0150-0200" 17.495583488 37.511533462
1 1985 2 "COD" 16 1 5 "0200-0250" 22.353349121 25.006715082
1 1985 2 "COD" 16 1 6 "0250-0300" 27.101142953 14.076081871
1 1985 2 "COD" 16 1 7 "0300-0350" 31.85178633 3.7106611357
1 1985 2 "COD" 16 2 5 "0200-0250" 21.934201495 6.2729752596
1 1985 2 "COD" 16 2 6 "0250-0300" 27.736233426 15.965202873
1 1985 2 "COD" 16 2 7 "0300-0350" 32.55441349 23.391674851
1 1985 2 "COD" 16 2 8 "0350-0400" 37.411637906 24.994850543
1 1985 2 "COD" 16 2 9 "0400-0500" 43.841409834 25.596275232
1 1985 2 "COD" 16 2 10 "0500-0600" 53.504944844 3.779021242
1 1985 2 "COD" 16 3 6 "0250-0300" 29.002568074 0.306627811
1 1985 2 "COD" 16 3 7 "0300-0350" 32.83349506 0.8442236246
1 1985 2 "COD" 16 3 8 "0350-0400" 37.870103417 5.3878758037
1 1985 2 "COD" 16 3 9 "0400-0500" 45.701179022 20.435767377
1 1985 2 "COD" 16 3 10 "0500-0600" 54.909309922 39.390270073
1 1985 2 "COD" 16 3 11 "0600-0700" 64.274265721 27.345631811
1 1985 2 "COD" 16 3 12 "0700-0800" 73.422182071 6.2896034997
1 1985 2 "COD" 16 4 7 "0300-0350" 34.444549988 0.1499836137
1 1985 2 "COD" 16 4 8 "0350-0400" 37.496101365 0.2212930157
1 1985 2 "COD" 16 4 9 "0400-0500" 45.127823313 1.4542809004
1 1985 2 "COD" 16 4 10 "0500-0600" 56.112888581 9.9210252484
1 1985 2 "COD" 16 4 11 "0600-0700" 65.262412067 28.212001666
1 1985 2 "COD" 16 4 12 "0700-0800" 74.616871114 41.627830512
1 1985 2 "COD" 16 4 13 "0800-1000" 84.705703435 18.413585044
1 1985 2 "COD" 16 5 10 "0500-0600" 57.28905799 1.0974175375
1 1985 2 "COD" 16 5 11 "0600-0700" 66.115149264 4.2386886952
1 1985 2 "COD" 16 5 12 "0700-0800" 75.958930355 24.371460565
1 1985 2 "COD" 16 5 13 "0800-1000" 87.61059678 64.457871211
1 1985 2 "COD" 16 5 14 "1000-1200" 102.46038726 5.8345619913
1 1985 2 "COD" 16 6 12 "0700-0800" 75.231072748 8.7569095301
1 1985 2 "COD" 16 6 13 "0800-1000" 92.177714847 64.364043475
1 1985 2 "COD" 16 6 14 "1000-1200" 104.62849661 26.879046995
1 1985 2 "COD" 16 7 12 "0700-0800" 79.128861948 1.5830457549
1 1985 2 "COD" 16 7 13 "0800-1000" 93.096974326 45.993379187
1 1985 2 "COD" 16 7 14 "1000-1200" 106.29843496 52.423575058
1 1985 2 "COD" 16 8 13 "0800-1000" 96.35760291 28.258576262
1 1985 2 "COD" 16 8 14 "1000-1200" 109.15987224 71.741423738
1 1985 2 "COD" 16 9 14 "1000-1200" 109.58040556 100
1 1985 2 "COD" 16 10 14 "1000-1200" 113.02806376 88.064472002
1 1985 2 "COD" 16 10 15 "1200-9999" 138.5 11.935527998
1 1985 2 "WHG" 17 1 3 "0100-0150" 13.60720193 16.789426936
1 1985 2 "WHG" 17 1 4 "0150-0200" 17.29987227 67.507375506
1 1985 2 "WHG" 17 1 5 "0200-0250" 21.645179485 15.703197559
1 1985 2 "WHG" 17 2 3 "0100-0150" 14.5 0.0844741975
1 1985 2 "WHG" 17 2 4 "0150-0200" 18.410689496 6.605101837
1 1985 2 "WHG" 17 2 5 "0200-0250" 22.814523398 63.575230244
1 1985 2 "WHG" 17 2 6 "0250-0300" 26.608662502 28.559323687
1 1985 2 "WHG" 17 2 7 "0300-0350" 31.116669403 1.1758700349
1 1985 2 "WHG" 17 3 5 "0200-0250" 23.792591116 17.18621482
1 1985 2 "WHG" 17 3 6 "0250-0300" 27.267934498 67.542888113
1 1985 2 "WHG" 17 3 7 "0300-0350" 31.676663197 15.270897067
1 1985 2 "WHG" 17 4 5 "0200-0250" 24.05159236 4.6148997205
1 1985 2 "WHG" 17 4 6 "0250-0300" 27.828688821 58.372842894
1 1985 2 "WHG" 17 4 7 "0300-0350" 31.927543213 31.213959562
1 1985 2 "WHG" 17 4 8 "0350-0400" 36.835931383 5.7982978238
1 1985 2 "WHG" 17 5 5 "0200-0250" 24.349317849 3.0596242623
1 1985 2 "WHG" 17 5 6 "0250-0300" 27.965535497 46.754650432
1 1985 2 "WHG" 17 5 7 "0300-0350" 32.086941244 36.054310905
1 1985 2 "WHG" 17 5 8 "0350-0400" 36.960234678 11.449399816
1 1985 2 "WHG" 17 5 9 "0400-0500" 42.454009024 2.682014585
1 1985 2 "WHG" 17 6 5 "0200-0250" 24.499373888 4.06364472
1 1985 2 "WHG" 17 6 6 "0250-0300" 28.088931426 43.671645828
1 1985 2 "WHG" 17 6 7 "0300-0350" 32.271271266 37.473073196
1 1985 2 "WHG" 17 6 8 "0350-0400" 37.094423662 11.186758325
1 1985 2 "WHG" 17 6 9 "0400-0500" 43.07293976 3.6048779306
1 1985 2 "WHG" 17 7 6 "0250-0300" 28.298580432 27.978130346
1 1985 2 "WHG" 17 7 7 "0300-0350" 31.878857253 48.102202837
1 1985 2 "WHG" 17 7 8 "0350-0400" 36.959797832 17.566118172
1 1985 2 "WHG" 17 7 9 "0400-0500" 43.608757385 6.353548645
1 1985 2 "WHG" 17 8 6 "0250-0300" 29.5 19.031964484
1 1985 2 "WHG" 17 8 7 "0300-0350" 32.299308713 49.029469172
1 1985 2 "WHG" 17 8 8 "0350-0400" 37.266864195 26.900019996
1 1985 2 "WHG" 17 8 9 "0400-0500" 43.170345734 5.0385463479
1 1985 2 "HAD" 18 1 3 "0100-0150" 13.771047321 8.9279600383
1 1985 2 "HAD" 18 1 4 "0150-0200" 17.566805942 59.720628199
1 1985 2 "HAD" 18 1 5 "0200-0250" 21.90485428 29.573396506
1 1985 2 "HAD" 18 1 6 "0250-0300" 26.112227754 1.7780152574
1 1985 2 "HAD" 18 2 4 "0150-0200" 19.099930652 2.5946873044
1 1985 2 "HAD" 18 2 5 "0200-0250" 23.096198157 38.385827224
1 1985 2 "HAD" 18 2 6 "0250-0300" 27.183405878 46.75305947
1 1985 2 "HAD" 18 2 7 "0300-0350" 31.647312393 12.266426002
1 1985 2 "HAD" 18 3 4 "0150-0200" 19.499978804 0.026021984
1 1985 2 "HAD" 18 3 5 "0200-0250" 23.729920935 2.2654527331
1 1985 2 "HAD" 18 3 6 "0250-0300" 28.086362038 36.288035052
1 1985 2 "HAD" 18 3 7 "0300-0350" 32.143164697 46.619001562
1 1985 2 "HAD" 18 3 8 "0350-0400" 36.830955891 12.456203406
1 1985 2 "HAD" 18 3 9 "0400-0500" 42.355652359 2.345285263
1 1985 2 "HAD" 18 4 6 "0250-0300" 29.049022986 9.8389511347
1 1985 2 "HAD" 18 4 7 "0300-0350" 32.728190114 42.891518019
1 1985 2 "HAD" 18 4 8 "0350-0400" 37.050348634 33.543350396
1 1985 2 "HAD" 18 4 9 "0400-0500" 43.138322395 12.720845146
1 1985 2 "HAD" 18 4 10 "0500-0600" 52.960127912 1.0053353032
1 1985 2 "HAD" 18 5 6 "0250-0300" 26.5 2.212344407
1 1985 2 "HAD" 18 5 7 "0300-0350" 32.928725437 22.280572094
1 1985 2 "HAD" 18 5 8 "0350-0400" 37.404762118 42.192599812
1 1985 2 "HAD" 18 5 9 "0400-0500" 43.136204309 29.014111109
1 1985 2 "HAD" 18 5 10 "0500-0600" 54.45962686 4.3003725776
1 1985 2 "HAD" 18 6 7 "0300-0350" 33.870931639 13.985588014
1 1985 2 "HAD" 18 6 8 "0350-0400" 38.073349609 28.532438789
1 1985 2 "HAD" 18 6 9 "0400-0500" 43.202514116 45.789769507
1 1985 2 "HAD" 18 6 10 "0500-0600" 54.979623512 9.138217776
1 1985 2 "HAD" 18 6 11 "0600-0700" 62.700018703 2.5539859135
1 1985 2 "HAD" 18 7 8 "0350-0400" 38.558573676 40.62805549
1 1985 2 "HAD" 18 7 9 "0400-0500" 44.189010015 39.427392509
1 1985 2 "HAD" 18 7 10 "0500-0600" 55.390114223 15.761242764
1 1985 2 "HAD" 18 7 11 "0600-0700" 64.412663202 4.183309237
1 1985 2 "HAD" 18 8 8 "0350-0400" 37.805836145 35.525391758
1 1985 2 "HAD" 18 8 9 "0400-0500" 42.262877684 33.587781464
1 1985 2 "HAD" 18 8 10 "0500-0600" 54.259923203 10.83166898
1 1985 2 "HAD" 18 8 11 "0600-0700" 62.55955304 20.055157798
1 1985 2 "HAD" 18 9 8 "0350-0400" 38.365872605 14.102582836
1 1985 2 "HAD" 18 9 9 "0400-0500" 46.026537797 32.507023287
1 1985 2 "HAD" 18 9 10 "0500-0600" 55.835783967 30.267136644
1 1985 2 "HAD" 18 9 11 "0600-0700" 66.257377049 13.545561705
1 1985 2 "HAD" 18 9 12 "0700-0800" 73.014705882 9.577695527
1 1985 2 "HAD" 18 10 9 "0400-0500" 42.49726758 38.508147969
1 1985 2 "HAD" 18 10 10 "0500-0600" 61.5 0.9900990099
1 1985 2 "HAD" 18 10 11 "0600-0700" 61.5 60.501753021
1 1985 2 "POK" 19 1 5 "0200-0250" 22.848219032 30.078042734
1 1985 2 "POK" 19 1 6 "0250-0300" 27.253765337 37.911911193
1 1985 2 "POK" 19 1 7 "0300-0350" 36.557727293 0.9900990099
1 1985 2 "POK" 19 1 8 "0350-0400" 36.557727293 31.019947063
1 1985 2 "POK" 19 2 6 "0250-0300" 28.443729795 2.2815010386
1 1985 2 "POK" 19 2 7 "0300-0350" 33.415702591 4.3025948862
1 1985 2 "POK" 19 2 8 "0350-0400" 37.900651954 30.826740051
1 1985 2 "POK" 19 2 9 "0400-0500" 42.769881013 58.418104581
1 1985 2 "POK" 19 2 10 "0500-0600" 51.644565583 4.1710594437
1 1985 2 "POK" 19 3 6 "0250-0300" 28.042285345 0.087874894
1 1985 2 "POK" 19 3 7 "0300-0350" 33.533736514 1.2921209159
1 1985 2 "POK" 19 3 8 "0350-0400" 38.059114413 24.755021682
1 1985 2 "POK" 19 3 9 "0400-0500" 43.972499096 67.882374848
1 1985 2 "POK" 19 3 10 "0500-0600" 52.66705763 5.9826076598
1 1985 2 "POK" 19 4 9 "0400-0500" 46.321598347 62.391076156
1 1985 2 "POK" 19 4 10 "0500-0600" 53.228335965 35.291602929
1 1985 2 "POK" 19 4 11 "0600-0700" 62.214828134 2.3173209151
1 1985 2 "POK" 19 5 9 "0400-0500" 46.710407621 13.604653822
1 1985 2 "POK" 19 5 10 "0500-0600" 55.1090386 57.615063416
1 1985 2 "POK" 19 5 11 "0600-0700" 63.738924507 26.95974866
1 1985 2 "POK" 19 5 12 "0700-0800" 71.834479448 1.8205341016
1 1985 2 "POK" 19 6 10 "0500-0600" 56.004753918 16.762615611
1 1985 2 "POK" 19 6 11 "0600-0700" 65.290315176 65.563532458
1 1985 2 "POK" 19 6 12 "0700-0800" 72.782583873 17.673851931
1 1985 2 "POK" 19 7 11 "0600-0700" 65.805439613 18.170259419
1 1985 2 "POK" 19 7 12 "0700-0800" 74.001264509 63.252083296
1 1985 2 "POK" 19 7 13 "0800-1000" 86.445837549 18.577657285
1 1985 2 "POK" 19 8 11 "0600-0700" 67.020135135 12.372785364
1 1985 2 "POK" 19 8 12 "0700-0800" 76.076518803 44.459911623
1 1985 2 "POK" 19 8 13 "0800-1000" 87.458154284 43.167303013
1 1985 2 "POK" 19 9 12 "0700-0800" 72.652430113 15.139451027
1 1985 2 "POK" 19 9 13 "0800-1000" 89.185096369 81.144337334
1 1985 2 "POK" 19 9 14 "1000-1200" 103.17670804 3.7162116386
1 1985 2 "POK" 19 10 13 "0800-1000" 92.613922845 25.902286424
1 1985 2 "POK" 19 10 14 "1000-1200" 105.58297066 74.097713576
1 1985 2 "MAC" 20 1 5 "0200-0250" 22.853852825 86.147962793
1 1985 2 "MAC" 20 1 6 "0250-0300" 26.245070744 13.852037207
1 1985 2 "MAC" 20 2 5 "0200-0250" 23.808472831 0.2360228703
1 1985 2 "MAC" 20 2 6 "0250-0300" 27.852006164 83.181185151
1 1985 2 "MAC" 20 2 7 "0300-0350" 31.185681651 16.582791979
1 1985 2 "MAC" 20 3 6 "0250-0300" 28.389003135 13.960218653
1 1985 2 "MAC" 20 3 7 "0300-0350" 32.230395426 77.74129971
1 1985 2 "MAC" 20 3 8 "0350-0400" 36.312914184 8.2984816367
1 1985 2 "MAC" 20 4 6 "0250-0300" 29.376337854 1.1264261608
1 1985 2 "MAC" 20 4 7 "0300-0350" 33.068410033 73.567725694
1 1985 2 "MAC" 20 4 8 "0350-0400" 36.570171672 25.305848145
1 1985 2 "MAC" 20 5 7 "0300-0350" 32.554919923 56.372399006
1 1985 2 "MAC" 20 5 8 "0350-0400" 36.823507911 41.761597024
1 1985 2 "MAC" 20 5 9 "0400-0500" 40.884555132 1.8660039703
1 1985 2 "MAC" 20 6 7 "0300-0350" 33.09739687 15.464591892
1 1985 2 "MAC" 20 6 8 "0350-0400" 37.321021317 66.210471101
1 1985 2 "MAC" 20 6 9 "0400-0500" 41.829517286 18.324937008
1 1985 2 "MAC" 20 7 7 "0300-0350" 32.310040659 19.584482575
1 1985 2 "MAC" 20 7 8 "0350-0400" 37.413237852 75.042303697
1 1985 2 "MAC" 20 7 9 "0400-0500" 41.090055063 5.3732137281
1 1985 2 "MAC" 20 8 7 "0300-0350" 31.769768291 50.501453678
1 1985 2 "MAC" 20 8 8 "0350-0400" 37.267860536 34.254477739
1 1985 2 "MAC" 20 8 9 "0400-0500" 42.234057103 15.244068583
1 1985 2 "MAC" 20 9 7 "0300-0350" 34.34995671 8.6814223543
1 1985 2 "MAC" 20 9 8 "0350-0400" 37.94063588 70.54965355
1 1985 2 "MAC" 20 9 9 "0400-0500" 42.053911415 20.768924096
1 1985 2 "MAC" 20 10 7 "0300-0350" 33.47502065 5.4840882157
1 1985 2 "MAC" 20 10 8 "0350-0400" 37.748902553 45.677686373
1 1985 2 "MAC" 20 10 9 "0400-0500" 41.832352076 48.838225412
1 1985 2 "HER" 21 1 2 "0070-0100" 8.3794359457 2.9353932134
1 1985 2 "HER" 21 1 3 "0100-0150" 13.590058475 42.594539076
1 1985 2 "HER" 21 1 4 "0150-0200" 16.808796075 52.36122199
1 1985 2 "HER" 21 1 5 "0200-0250" 20.641421255 2.1088457211
1 1985 2 "HER" 21 2 3 "0100-0150" 13.346007611 6.5366243395
1 1985 2 "HER" 21 2 4 "0150-0200" 18.082953038 21.220215716
1 1985 2 "HER" 21 2 5 "0200-0250" 22.462771701 63.421789273
1 1985 2 "HER" 21 2 6 "0250-0300" 26.021523383 8.8213706722
1 1985 2 "HER" 21 3 4 "0150-0200" 18.012909465 1.7268516131
1 1985 2 "HER" 21 3 5 "0200-0250" 23.556208183 51.44372978
1 1985 2 "HER" 21 3 6 "0250-0300" 26.307626185 46.829418607
1 1985 2 "HER" 21 4 5 "0200-0250" 24.012636124 7.4371171835
1 1985 2 "HER" 21 4 6 "0250-0300" 27.168591037 91.394693865
1 1985 2 "HER" 21 4 7 "0300-0350" 30.638698645 1.1681889512
1 1985 2 "HER" 21 5 5 "0200-0250" 24.17922878 9.3679701046
1 1985 2 "HER" 21 5 6 "0250-0300" 27.387181311 88.252836234
1 1985 2 "HER" 21 5 7 "0300-0350" 30.64766776 2.3791936613
1 1985 2 "HER" 21 6 5 "0200-0250" 24.103019822 8.1646554291
1 1985 2 "HER" 21 6 6 "0250-0300" 27.567041546 85.362450624
1 1985 2 "HER" 21 6 7 "0300-0350" 30.715281284 6.4728939471
1 1985 2 "HER" 21 7 5 "0200-0250" 24.447266642 6.8352404377
1 1985 2 "HER" 21 7 6 "0250-0300" 28.19420311 69.54232274
1 1985 2 "HER" 21 7 7 "0300-0350" 30.810843236 23.622436822
1 1985 2 "HER" 21 8 5 "0200-0250" 24.75 3.1108531082
1 1985 2 "HER" 21 8 6 "0250-0300" 27.634792622 63.131757064
1 1985 2 "HER" 21 8 7 "0300-0350" 31.048723749 33.757389828
1 1985 2 "NSA" 22 1 1 "0050-0070" 6.5 0.9724924997
1 1985 2 "NSA" 22 1 2 "0070-0100" 9.0027196005 11.531261417
1 1985 2 "NSA" 22 1 3 "0100-0150" 12.197701764 83.247939461
1 1985 2 "NSA" 22 1 4 "0150-0200" 16.050725769 4.2483066223
1 1985 2 "NSA" 22 2 2 "0070-0100" 9.5 0.0444919206
1 1985 2 "NSA" 22 2 3 "0100-0150" 13.495568225 62.202508965
1 1985 2 "NSA" 22 2 4 "0150-0200" 16.350655044 37.752999114
1 1985 2 "NSA" 22 3 3 "0100-0150" 13.818156943 36.054269151
1 1985 2 "NSA" 22 3 4 "0150-0200" 16.550389073 61.39534728
1 1985 2 "NSA" 22 3 5 "0200-0250" 21.594299906 2.5503835681
1 1985 2 "NSA" 22 4 3 "0100-0150" 14.05898615 10.515509533
1 1985 2 "NSA" 22 4 4 "0150-0200" 17.359771809 79.228814894
1 1985 2 "NSA" 22 4 5 "0200-0250" 21.629905004 10.255675573
1 1985 2 "SSA" 23 1 1 "0050-0070" 6.5 0.9782100354
1 1985 2 "SSA" 23 1 2 "0070-0100" 8.9729533693 13.657657859
1 1985 2 "SSA" 23 1 3 "0100-0150" 12.22192697 82.270672078
1 1985 2 "SSA" 23 1 4 "0150-0200" 15.745210999 3.0934600282
1 1985 2 "SSA" 23 2 2 "0070-0100" 9.4873784941 0.4570166226
1 1985 2 "SSA" 23 2 3 "0100-0150" 13.18164281 60.991664275
1 1985 2 "SSA" 23 2 4 "0150-0200" 16.289402588 38.551319102
1 1985 2 "SSA" 23 3 3 "0100-0150" 13.610995656 38.277726614
1 1985 2 "SSA" 23 3 4 "0150-0200" 16.77739197 61.722273386
1 1985 2 "SSA" 23 4 3 "0100-0150" 14.033501791 10.351996202
1 1985 2 "SSA" 23 4 4 "0150-0200" 17.520731836 86.480586372
1 1985 2 "SSA" 23 4 5 "0200-0250" 21.590596868 3.1674174252
1 1985 2 "NOP" 24 1 2 "0070-0100" 8.8117878159 2.9515117291
1 1985 2 "NOP" 24 1 3 "0100-0150" 12.677891537 91.420856561
1 1985 2 "NOP" 24 1 4 "0150-0200" 15.722892659 5.6276317099
1 1985 2 "NOP" 24 2 3 "0100-0150" 13.990426507 21.838521937
1 1985 2 "NOP" 24 2 4 "0150-0200" 16.515550159 77.924755869
1 1985 2 "NOP" 24 2 5 "0200-0250" 20.564723013 0.2367221935
1 1985 2 "NOP" 24 3 3 "0100-0150" 14.045547914 5.4883794875
1 1985 2 "NOP" 24 3 4 "0150-0200" 17.762543849 87.536323494
1 1985 2 "NOP" 24 3 5 "0200-0250" 20.909211634 6.9752970183
1 1985 2 "SPR" 25 1 1 "0050-0070" 6.3515984075 15.715914293
1 1985 2 "SPR" 25 1 2 "0070-0100" 8.7315156086 68.894484644
1 1985 2 "SPR" 25 1 3 "0100-0150" 10.634039544 15.389601063
1 1985 2 "SPR" 25 2 2 "0070-0100" 9.2710393873 17.821960322
1 1985 2 "SPR" 25 2 3 "0100-0150" 11.523704383 82.178039678
1 1985 2 "SPR" 25 3 2 "0070-0100" 9.4242463329 3.2811008638
1 1985 2 "SPR" 25 3 3 "0100-0150" 12.121898727 95.308844742
1 1985 2 "SPR" 25 3 4 "0150-0200" 15.397105719 1.4100543939
1 1985 3 "COD" 16 0 1 "0050-0070" 6.092406337 18.947822823
1 1985 3 "COD" 16 0 2 "0070-0100" 8.4765339711 51.893060523
1 1985 3 "COD" 16 0 3 "0100-0150" 11.715726114 29.159116654
1 1985 3 "COD" 16 1 3 "0100-0150" 13.913832731 1.9968210571
1 1985 3 "COD" 16 1 4 "0150-0200" 17.672714531 17.174576364
1 1985 3 "COD" 16 1 5 "0200-0250" 22.669968931 28.932359962
1 1985 3 "COD" 16 1 6 "0250-0300" 27.35205814 29.438115964
1 1985 3 "COD" 16 1 7 "0300-0350" 32.10297085 14.943136651
1 1985 3 "COD" 16 1 8 "0350-0400" 37.136475839 5.4185744915
1 1985 3 "COD" 16 1 9 "0400-0500" 42.725531484 2.0964155101
1 1985 3 "COD" 16 2 6 "0250-0300" 28.315101045 3.4864582266
1 1985 3 "COD" 16 2 7 "0300-0350" 32.712365267 15.965784985
1 1985 3 "COD" 16 2 8 "0350-0400" 37.593740712 24.336388701
1 1985 3 "COD" 16 2 9 "0400-0500" 44.384018186 39.03286692
1 1985 3 "COD" 16 2 10 "0500-0600" 53.978235746 14.047329739
1 1985 3 "COD" 16 2 11 "0600-0700" 62.632204644 3.1311714278
1 1985 3 "COD" 16 3 6 "0250-0300" 28.5 0.4528503871
1 1985 3 "COD" 16 3 7 "0300-0350" 32.047670037 1.2597988526
1 1985 3 "COD" 16 3 8 "0350-0400" 38.224937907 1.9463030243
1 1985 3 "COD" 16 3 9 "0400-0500" 45.725797578 14.290452273
1 1985 3 "COD" 16 3 10 "0500-0600" 55.436713175 32.439630785
1 1985 3 "COD" 16 3 11 "0600-0700" 64.598343286 32.42717641
1 1985 3 "COD" 16 3 12 "0700-0800" 73.240985887 15.323622358
1 1985 3 "COD" 16 3 13 "0800-1000" 82.737185863 1.8601659099
1 1985 3 "COD" 16 4 8 "0350-0400" 39.5 0.7218449987
1 1985 3 "COD" 16 4 9 "0400-0500" 46.25149866 1.2538626661
1 1985 3 "COD" 16 4 10 "0500-0600" 55.680638484 3.1136363514
1 1985 3 "COD" 16 4 11 "0600-0700" 66.020480779 12.279929057
1 1985 3 "COD" 16 4 12 "0700-0800" 75.104747058 36.173154026
1 1985 3 "COD" 16 4 13 "0800-1000" 85.322685032 46.4575729
1 1985 3 "COD" 16 5 10 "0500-0600" 59.5 0.2897975726
1 1985 3 "COD" 16 5 11 "0600-0700" 65.901709402 1.3049152337
1 1985 3 "COD" 16 5 12 "0700-0800" 75.768924681 15.194486854
1 1985 3 "COD" 16 5 13 "0800-1000" 89.415117722 78.280076735
1 1985 3 "COD" 16 5 14 "1000-1200" 102.95406329 4.9307236051
1 1985 3 "COD" 16 6 13 "0800-1000" 92.734957288 70.993274143
1 1985 3 "COD" 16 6 14 "1000-1200" 102.564533 29.006725857
1 1985 3 "COD" 16 7 12 "0700-0800" 79.440202845 5.5473392656
1 1985 3 "COD" 16 7 13 "0800-1000" 90.148443958 47.477430356
1 1985 3 "COD" 16 7 14 "1000-1200" 106.80101734 46.975230379
1 1985 3 "COD" 16 8 13 "0800-1000" 96.590656799 38.951531397
1 1985 3 "COD" 16 8 14 "1000-1200" 103.59901532 61.048468603
1 1985 3 "COD" 16 9 14 "1000-1200" 109.65626257 100
1 1985 3 "COD" 16 10 14 "1000-1200" 108.14332373 65.598726085
1 1985 3 "COD" 16 10 15 "1200-9999" 124.82421053 34.401273915
1 1985 3 "WHG" 17 0 1 "0050-0070" 6.3030986821 10.107235825
1 1985 3 "WHG" 17 0 2 "0070-0100" 8.5066215711 52.624507569
1 1985 3 "WHG" 17 0 3 "0100-0150" 11.764962528 32.074144156
1 1985 3 "WHG" 17 0 4 "0150-0200" 16.230442722 5.1941124493
1 1985 3 "WHG" 17 1 3 "0100-0150" 12.817533278 2.9337562421
1 1985 3 "WHG" 17 1 4 "0150-0200" 18.493742364 28.621714655
1 1985 3 "WHG" 17 1 5 "0200-0250" 22.086620288 59.437747066
1 1985 3 "WHG" 17 1 6 "0250-0300" 26.458669064 9.0067820377
1 1985 3 "WHG" 17 2 3 "0100-0150" 13.5 0.0089114615
1 1985 3 "WHG" 17 2 4 "0150-0200" 18.898635664 0.6983409559
1 1985 3 "WHG" 17 2 5 "0200-0250" 23.552895475 31.833661112
1 1985 3 "WHG" 17 2 6 "0250-0300" 27.084820046 59.862631732
1 1985 3 "WHG" 17 2 7 "0300-0350" 31.473630585 7.5964547392
1 1985 3 "WHG" 17 3 4 "0150-0200" 19.034144378 0.2193551065
1 1985 3 "WHG" 17 3 5 "0200-0250" 23.5255717 7.823666843
1 1985 3 "WHG" 17 3 6 "0250-0300" 27.670613947 60.849305576
1 1985 3 "WHG" 17 3 7 "0300-0350" 31.834088868 27.582255387
1 1985 3 "WHG" 17 3 8 "0350-0400" 36.632466109 3.5254170867
1 1985 3 "WHG" 17 4 5 "0200-0250" 23.948403679 2.2091712534
1 1985 3 "WHG" 17 4 6 "0250-0300" 28.281910647 38.671281249
1 1985 3 "WHG" 17 4 7 "0300-0350" 32.157439148 45.396616056
1 1985 3 "WHG" 17 4 8 "0350-0400" 36.733587132 11.857503034
1 1985 3 "WHG" 17 4 9 "0400-0500" 41.738561174 1.8654284062
1 1985 3 "WHG" 17 5 5 "0200-0250" 24.5 0.5727769334
1 1985 3 "WHG" 17 5 6 "0250-0300" 28.440131554 31.982671798
1 1985 3 "WHG" 17 5 7 "0300-0350" 32.09753909 48.808712683
1 1985 3 "WHG" 17 5 8 "0350-0400" 37.073716247 14.216515941
1 1985 3 "WHG" 17 5 9 "0400-0500" 42.68023454 4.4193226447
1 1985 3 "WHG" 17 6 6 "0250-0300" 28.495302976 34.335082098
1 1985 3 "WHG" 17 6 7 "0300-0350" 32.048213441 42.246706501
1 1985 3 "WHG" 17 6 8 "0350-0400" 36.973732241 18.316663485
1 1985 3 "WHG" 17 6 9 "0400-0500" 43.240273582 5.1015479156
1 1985 3 "WHG" 17 7 6 "0250-0300" 28.5 1.7258980643
1 1985 3 "WHG" 17 7 7 "0300-0350" 31.820905492 76.111794664
1 1985 3 "WHG" 17 7 8 "0350-0400" 37.033579757 14.565872593
1 1985 3 "WHG" 17 7 9 "0400-0500" 43.590539022 7.5964346788
1 1985 3 "WHG" 17 8 6 "0250-0300" 28.810237405 22.03261071
1 1985 3 "WHG" 17 8 7 "0300-0350" 31.892866824 47.778044131
1 1985 3 "WHG" 17 8 8 "0350-0400" 36.236620772 22.234615257
1 1985 3 "WHG" 17 8 9 "0400-0500" 42.097624597 7.9547299015
1 1985 3 "HAD" 18 0 1 "0050-0070" 6.1308898489 13.527491349
1 1985 3 "HAD" 18 0 2 "0070-0100" 8.6833944338 31.436285151
1 1985 3 "HAD" 18 0 3 "0100-0150" 11.985612288 51.587946344
1 1985 3 "HAD" 18 0 4 "0150-0200" 15.788709474 3.4482771555
1 1985 3 "HAD" 18 1 3 "0100-0150" 12.755130765 2.9464254022
1 1985 3 "HAD" 18 1 4 "0150-0200" 18.612191077 12.97141797
1 1985 3 "HAD" 18 1 5 "0200-0250" 22.519856812 60.856222296
1 1985 3 "HAD" 18 1 6 "0250-0300" 26.692511553 23.225934331
1 1985 3 "HAD" 18 2 4 "0150-0200" 19.499725807 0.0256498901
1 1985 3 "HAD" 18 2 5 "0200-0250" 23.793213973 6.230643925
1 1985 3 "HAD" 18 2 6 "0250-0300" 27.795374514 51.535154444
1 1985 3 "HAD" 18 2 7 "0300-0350" 32.02052572 36.757707025
