"SMS_area" "year" "quarter" "prey" "prey.no" "prey.age" "prey.size.class" "prey.size" "ALK.MeanL" "ALK"
1 2002 1 "HER" 21 3 8 "0200-0250" 23.63520726 53.149221466
1 2002 1 "HER" 21 3 9 "0250-0300" 26.252620902 42.498028014
1 2002 1 "HER" 21 4 7 "0150-0200" 18.340885762 0.0844108995
1 2002 1 "HER" 21 4 8 "0200-0250" 24.139574171 9.2609000025
1 2002 1 "HER" 21 4 9 "0250-0300" 26.789991407 90.654689098
1 2002 1 "HER" 21 5 8 "0200-0250" 24.262558488 3.5033962482
1 2002 1 "HER" 21 5 9 "0250-0300" 27.700244879 91.298821133
1 2002 1 "HER" 21 5 10 "0300-0350" 30.585716241 5.1977826185
1 2002 1 "HER" 21 6 8 "0200-0250" 24.233562345 1.2608925873
1 2002 1 "HER" 21 6 9 "0250-0300" 28.129327554 86.598690455
1 2002 1 "HER" 21 6 10 "0300-0350" 30.645670133 12.140416958
1 2002 1 "HER" 21 7 9 "0250-0300" 28.671324388 63.948748938
1 2002 1 "HER" 21 7 10 "0300-0350" 30.67494605 36.051251062
1 2002 1 "HER" 21 8 9 "0250-0300" 28.963557516 29.593094789
1 2002 1 "HER" 21 8 10 "0300-0350" 31.290126274 70.406905211
1 2002 1 "NSA" 22 1 3 "0070-0080" 7.5 1.9987073964
1 2002 1 "NSA" 22 1 4 "0080-0100" 9.1294847976 31.562638998
1 2002 1 "NSA" 22 1 5 "0100-0120" 10.95382144 41.644698533
1 2002 1 "NSA" 22 1 6 "0120-0150" 13.009543234 24.793955072
1 2002 1 "NSA" 22 2 4 "0080-0100" 9.4027590334 1.8021854901
1 2002 1 "NSA" 22 2 5 "0100-0120" 11.105272938 18.725593248
1 2002 1 "NSA" 22 2 6 "0120-0150" 13.424546809 53.393427163
1 2002 1 "NSA" 22 2 7 "0150-0200" 16.485744764 26.078794099
1 2002 1 "NSA" 22 3 6 "0120-0150" 14.398171634 3.0780448902
1 2002 1 "NSA" 22 3 7 "0150-0200" 17.441013755 96.92195511
1 2002 1 "NSA" 22 4 7 "0150-0200" 18.652284084 79.076653004
1 2002 1 "NSA" 22 4 8 "0200-0250" 20.64236229 20.923346996
1 2002 1 "SSA" 23 1 3 "0070-0080" 7.5 1.9948981726
1 2002 1 "SSA" 23 1 4 "0080-0100" 9.2231756154 35.600267311
1 2002 1 "SSA" 23 1 5 "0100-0120" 10.932191506 47.689256459
1 2002 1 "SSA" 23 1 6 "0120-0150" 12.822565799 14.715578058
1 2002 1 "SSA" 23 2 5 "0100-0120" 11.321523844 11.390815577
1 2002 1 "SSA" 23 2 6 "0120-0150" 13.697785864 68.64022914
1 2002 1 "SSA" 23 2 7 "0150-0200" 15.890519421 19.968955284
1 2002 1 "SSA" 23 3 5 "0100-0120" 11.5 1.6405691269
1 2002 1 "SSA" 23 3 6 "0120-0150" 13.698905854 28.293128075
1 2002 1 "SSA" 23 3 7 "0150-0200" 17.286266233 70.066302798
1 2002 1 "SSA" 23 4 5 "0100-0120" 11.5 0.5160381514
1 2002 1 "SSA" 23 4 6 "0120-0150" 14.347308479 9.7294199991
1 2002 1 "SSA" 23 4 7 "0150-0200" 17.997283683 85.236169607
1 2002 1 "SSA" 23 4 8 "0200-0250" 20.742085031 4.5183722426
1 2002 1 "NOP" 24 1 3 "0070-0080" 7.5 0.9921473459
1 2002 1 "NOP" 24 1 4 "0080-0100" 9.3225071106 16.578156082
1 2002 1 "NOP" 24 1 5 "0100-0120" 10.981529364 64.417359495
1 2002 1 "NOP" 24 1 6 "0120-0150" 12.83288827 17.784268134
1 2002 1 "NOP" 24 1 7 "0150-0200" 15.572359847 0.2280689441
1 2002 1 "NOP" 24 2 5 "0100-0120" 10.834140945 0.3892794039
1 2002 1 "NOP" 24 2 6 "0120-0150" 14.261553903 18.891498151
1 2002 1 "NOP" 24 2 7 "0150-0200" 16.405449717 80.566722495
1 2002 1 "NOP" 24 2 8 "0200-0250" 20.879323353 0.1524999504
1 2002 1 "NOP" 24 3 6 "0120-0150" 14.107586597 2.2715584639
1 2002 1 "NOP" 24 3 7 "0150-0200" 17.882068114 91.137856366
1 2002 1 "NOP" 24 3 8 "0200-0250" 20.825056924 6.5778075189
1 2002 1 "NOP" 24 3 9 "0250-0300" 27.653652393 0.0127776513
1 2002 1 "SPR" 25 1 1 "0050-0060" 5.524144779 16.363263385
1 2002 1 "SPR" 25 1 2 "0060-0070" 6.497557565 26.437199812
1 2002 1 "SPR" 25 1 3 "0070-0080" 7.4841553235 21.55394123
1 2002 1 "SPR" 25 1 4 "0080-0100" 8.8479192282 33.389439187
1 2002 1 "SPR" 25 1 5 "0100-0120" 10.389891867 2.2561563851
1 2002 1 "SPR" 25 2 3 "0070-0080" 7.5220338392 5.3472424974
1 2002 1 "SPR" 25 2 4 "0080-0100" 9.1016835445 27.126051183
1 2002 1 "SPR" 25 2 5 "0100-0120" 10.978972431 50.164779921
1 2002 1 "SPR" 25 2 6 "0120-0150" 12.566646026 17.361926399
1 2002 1 "SPR" 25 3 4 "0080-0100" 9.4947933566 3.3384527829
1 2002 1 "SPR" 25 3 5 "0100-0120" 11.185342004 30.755759205
1 2002 1 "SPR" 25 3 6 "0120-0150" 12.926909316 65.905788013
1 2002 2 "COD" 16 1 4 "0080-0100" 9.22167307 1.0000836657
1 2002 2 "COD" 16 1 5 "0100-0120" 11.190071596 4.69434978
1 2002 2 "COD" 16 1 6 "0120-0150" 13.637797237 14.000575004
1 2002 2 "COD" 16 1 7 "0150-0200" 17.495583488 37.511533462
1 2002 2 "COD" 16 1 8 "0200-0250" 22.353349121 25.006715082
1 2002 2 "COD" 16 1 9 "0250-0300" 27.101142953 14.076081871
1 2002 2 "COD" 16 1 10 "0300-0350" 31.85178633 3.7106611357
1 2002 2 "COD" 16 2 8 "0200-0250" 21.934201495 6.2729752596
1 2002 2 "COD" 16 2 9 "0250-0300" 27.736233426 15.965202873
1 2002 2 "COD" 16 2 10 "0300-0350" 32.55441349 23.391674851
1 2002 2 "COD" 16 2 11 "0350-0400" 37.411637906 24.994850543
1 2002 2 "COD" 16 2 12 "0400-0500" 43.841409834 25.596275232
1 2002 2 "COD" 16 2 13 "0500-0600" 53.504944844 3.779021242
1 2002 2 "COD" 16 3 9 "0250-0300" 29.002568074 0.306627811
1 2002 2 "COD" 16 3 10 "0300-0350" 32.83349506 0.8442236246
1 2002 2 "COD" 16 3 11 "0350-0400" 37.870103417 5.3878758037
1 2002 2 "COD" 16 3 12 "0400-0500" 45.701179022 20.435767377
1 2002 2 "COD" 16 3 13 "0500-0600" 54.909309922 39.390270073
1 2002 2 "COD" 16 3 14 "0600-0700" 64.274265721 27.345631811
1 2002 2 "COD" 16 3 15 "0700-0800" 73.422182071 6.2896034997
1 2002 2 "COD" 16 4 10 "0300-0350" 34.444549988 0.1499836137
1 2002 2 "COD" 16 4 11 "0350-0400" 37.496101365 0.2212930157
1 2002 2 "COD" 16 4 12 "0400-0500" 45.127823313 1.4542809004
1 2002 2 "COD" 16 4 13 "0500-0600" 56.112888581 9.9210252484
1 2002 2 "COD" 16 4 14 "0600-0700" 65.262412067 28.212001666
1 2002 2 "COD" 16 4 15 "0700-0800" 74.616871114 41.627830512
1 2002 2 "COD" 16 4 16 "0800-1000" 84.705703435 18.413585044
1 2002 2 "COD" 16 5 13 "0500-0600" 57.28905799 1.0974175375
1 2002 2 "COD" 16 5 14 "0600-0700" 66.115149264 4.2386886952
1 2002 2 "COD" 16 5 15 "0700-0800" 75.958930355 24.371460565
1 2002 2 "COD" 16 5 16 "0800-1000" 87.61059678 64.457871211
1 2002 2 "COD" 16 5 17 "1000-1200" 102.46038726 5.8345619913
1 2002 2 "COD" 16 6 15 "0700-0800" 75.231072748 8.7569095301
1 2002 2 "COD" 16 6 16 "0800-1000" 92.177714847 64.364043475
1 2002 2 "COD" 16 6 17 "1000-1200" 104.62849661 26.879046995
1 2002 2 "COD" 16 7 15 "0700-0800" 79.128861948 1.5830457549
1 2002 2 "COD" 16 7 16 "0800-1000" 93.096974326 45.993379187
1 2002 2 "COD" 16 7 17 "1000-1200" 106.29843496 52.423575058
1 2002 2 "COD" 16 8 16 "0800-1000" 96.35760291 28.258576262
1 2002 2 "COD" 16 8 17 "1000-1200" 109.15987224 71.741423738
1 2002 2 "COD" 16 9 17 "1000-1200" 109.58040556 100
1 2002 2 "COD" 16 10 17 "1000-1200" 113.02806376 88.064472002
1 2002 2 "COD" 16 10 18 "1200-9999" 138.5 11.935527998
1 2002 2 "WHG" 17 1 5 "0100-0120" 11.277630202 2.0003792766
1 2002 2 "WHG" 17 1 6 "0120-0150" 13.9223018 14.789047659
1 2002 2 "WHG" 17 1 7 "0150-0200" 17.29987227 67.507375506
1 2002 2 "WHG" 17 1 8 "0200-0250" 21.645179485 15.703197559
1 2002 2 "WHG" 17 2 6 "0120-0150" 14.5 0.0844741975
1 2002 2 "WHG" 17 2 7 "0150-0200" 18.410689496 6.605101837
1 2002 2 "WHG" 17 2 8 "0200-0250" 22.814523398 63.575230244
1 2002 2 "WHG" 17 2 9 "0250-0300" 26.608662502 28.559323687
1 2002 2 "WHG" 17 2 10 "0300-0350" 31.116669403 1.1758700349
1 2002 2 "WHG" 17 3 8 "0200-0250" 23.792591116 17.18621482
1 2002 2 "WHG" 17 3 9 "0250-0300" 27.267934498 67.542888113
1 2002 2 "WHG" 17 3 10 "0300-0350" 31.676663197 15.270897067
1 2002 2 "WHG" 17 4 8 "0200-0250" 24.05159236 4.6148997205
1 2002 2 "WHG" 17 4 9 "0250-0300" 27.828688821 58.372842894
1 2002 2 "WHG" 17 4 10 "0300-0350" 31.927543213 31.213959562
1 2002 2 "WHG" 17 4 11 "0350-0400" 36.835931383 5.7982978238
1 2002 2 "WHG" 17 5 8 "0200-0250" 24.349317849 3.0596242623
1 2002 2 "WHG" 17 5 9 "0250-0300" 27.965535497 46.754650432
1 2002 2 "WHG" 17 5 10 "0300-0350" 32.086941244 36.054310905
1 2002 2 "WHG" 17 5 11 "0350-0400" 36.960234678 11.449399816
1 2002 2 "WHG" 17 5 12 "0400-0500" 42.454009024 2.682014585
1 2002 2 "WHG" 17 6 8 "0200-0250" 24.499373888 4.06364472
1 2002 2 "WHG" 17 6 9 "0250-0300" 28.088931426 43.671645828
1 2002 2 "WHG" 17 6 10 "0300-0350" 32.271271266 37.473073196
1 2002 2 "WHG" 17 6 11 "0350-0400" 37.094423662 11.186758325
1 2002 2 "WHG" 17 6 12 "0400-0500" 43.07293976 3.6048779306
1 2002 2 "WHG" 17 7 9 "0250-0300" 28.298580432 27.978130346
1 2002 2 "WHG" 17 7 10 "0300-0350" 31.878857253 48.102202837
1 2002 2 "WHG" 17 7 11 "0350-0400" 36.959797832 17.566118172
1 2002 2 "WHG" 17 7 12 "0400-0500" 43.608757385 6.353548645
1 2002 2 "WHG" 17 8 9 "0250-0300" 29.5 19.031964484
1 2002 2 "WHG" 17 8 10 "0300-0350" 32.299308713 49.029469172
1 2002 2 "WHG" 17 8 11 "0350-0400" 37.266864195 26.900019996
1 2002 2 "WHG" 17 8 12 "0400-0500" 43.170345734 5.0385463479
1 2002 2 "HAD" 18 1 5 "0100-0120" 11.440797622 0.992025871
1 2002 2 "HAD" 18 1 6 "0120-0150" 14.062338547 7.9359341673
1 2002 2 "HAD" 18 1 7 "0150-0200" 17.566805942 59.720628199
1 2002 2 "HAD" 18 1 8 "0200-0250" 21.90485428 29.573396506
1 2002 2 "HAD" 18 1 9 "0250-0300" 26.112227754 1.7780152574
1 2002 2 "HAD" 18 2 7 "0150-0200" 19.099930652 2.5946873044
1 2002 2 "HAD" 18 2 8 "0200-0250" 23.096198157 38.385827224
1 2002 2 "HAD" 18 2 9 "0250-0300" 27.183405878 46.75305947
1 2002 2 "HAD" 18 2 10 "0300-0350" 31.647312393 12.266426002
1 2002 2 "HAD" 18 3 7 "0150-0200" 19.499978804 0.026021984
1 2002 2 "HAD" 18 3 8 "0200-0250" 23.729920935 2.2654527331
1 2002 2 "HAD" 18 3 9 "0250-0300" 28.086362038 36.288035052
1 2002 2 "HAD" 18 3 10 "0300-0350" 32.143164697 46.619001562
1 2002 2 "HAD" 18 3 11 "0350-0400" 36.830955891 12.456203406
1 2002 2 "HAD" 18 3 12 "0400-0500" 42.355652359 2.345285263
1 2002 2 "HAD" 18 4 9 "0250-0300" 29.049022986 9.8389511347
1 2002 2 "HAD" 18 4 10 "0300-0350" 32.728190114 42.891518019
1 2002 2 "HAD" 18 4 11 "0350-0400" 37.050348634 33.543350396
1 2002 2 "HAD" 18 4 12 "0400-0500" 43.138322395 12.720845146
1 2002 2 "HAD" 18 4 13 "0500-0600" 52.960127912 1.0053353032
1 2002 2 "HAD" 18 5 9 "0250-0300" 26.5 2.212344407
1 2002 2 "HAD" 18 5 10 "0300-0350" 32.928725437 22.280572094
1 2002 2 "HAD" 18 5 11 "0350-0400" 37.404762118 42.192599812
1 2002 2 "HAD" 18 5 12 "0400-0500" 43.136204309 29.014111109
1 2002 2 "HAD" 18 5 13 "0500-0600" 54.45962686 4.3003725776
1 2002 2 "HAD" 18 6 10 "0300-0350" 33.870931639 13.985588014
1 2002 2 "HAD" 18 6 11 "0350-0400" 38.073349609 28.532438789
1 2002 2 "HAD" 18 6 12 "0400-0500" 43.202514116 45.789769507
1 2002 2 "HAD" 18 6 13 "0500-0600" 54.979623512 9.138217776
1 2002 2 "HAD" 18 6 14 "0600-0700" 62.700018703 2.5539859135
1 2002 2 "HAD" 18 7 11 "0350-0400" 38.558573676 40.62805549
1 2002 2 "HAD" 18 7 12 "0400-0500" 44.189010015 39.427392509
1 2002 2 "HAD" 18 7 13 "0500-0600" 55.390114223 15.761242764
1 2002 2 "HAD" 18 7 14 "0600-0700" 64.412663202 4.183309237
1 2002 2 "HAD" 18 8 11 "0350-0400" 37.805836145 35.525391758
1 2002 2 "HAD" 18 8 12 "0400-0500" 42.262877684 33.587781464
1 2002 2 "HAD" 18 8 13 "0500-0600" 54.259923203 10.83166898
1 2002 2 "HAD" 18 8 14 "0600-0700" 62.55955304 20.055157798
1 2002 2 "HAD" 18 9 11 "0350-0400" 38.365872605 14.102582836
1 2002 2 "HAD" 18 9 12 "0400-0500" 46.026537797 32.507023287
1 2002 2 "HAD" 18 9 13 "0500-0600" 55.835783967 30.267136644
1 2002 2 "HAD" 18 9 14 "0600-0700" 66.257377049 13.545561705
1 2002 2 "HAD" 18 9 15 "0700-0800" 73.014705882 9.577695527
1 2002 2 "HAD" 18 10 12 "0400-0500" 42.49726758 38.508147969
1 2002 2 "HAD" 18 10 13 "0500-0600" 61.5 0.9900990099
1 2002 2 "HAD" 18 10 14 "0600-0700" 61.5 60.501753021
1 2002 2 "POK" 19 1 8 "0200-0250" 22.848219032 30.078042734
1 2002 2 "POK" 19 1 9 "0250-0300" 27.253765337 37.911911193
1 2002 2 "POK" 19 1 10 "0300-0350" 36.557727293 0.9900990099
1 2002 2 "POK" 19 1 11 "0350-0400" 36.557727293 31.019947063
1 2002 2 "POK" 19 2 9 "0250-0300" 28.443729795 2.2815010386
1 2002 2 "POK" 19 2 10 "0300-0350" 33.415702591 4.3025948862
1 2002 2 "POK" 19 2 11 "0350-0400" 37.900651954 30.826740051
1 2002 2 "POK" 19 2 12 "0400-0500" 42.769881013 58.418104581
1 2002 2 "POK" 19 2 13 "0500-0600" 51.644565583 4.1710594437
1 2002 2 "POK" 19 3 9 "0250-0300" 28.042285345 0.087874894
1 2002 2 "POK" 19 3 10 "0300-0350" 33.533736514 1.2921209159
1 2002 2 "POK" 19 3 11 "0350-0400" 38.059114413 24.755021682
1 2002 2 "POK" 19 3 12 "0400-0500" 43.972499096 67.882374848
1 2002 2 "POK" 19 3 13 "0500-0600" 52.66705763 5.9826076598
1 2002 2 "POK" 19 4 12 "0400-0500" 46.321598347 62.391076156
1 2002 2 "POK" 19 4 13 "0500-0600" 53.228335965 35.291602929
1 2002 2 "POK" 19 4 14 "0600-0700" 62.214828134 2.3173209151
1 2002 2 "POK" 19 5 12 "0400-0500" 46.710407621 13.604653822
1 2002 2 "POK" 19 5 13 "0500-0600" 55.1090386 57.615063416
1 2002 2 "POK" 19 5 14 "0600-0700" 63.738924507 26.95974866
1 2002 2 "POK" 19 5 15 "0700-0800" 71.834479448 1.8205341016
1 2002 2 "POK" 19 6 13 "0500-0600" 56.004753918 16.762615611
1 2002 2 "POK" 19 6 14 "0600-0700" 65.290315176 65.563532458
1 2002 2 "POK" 19 6 15 "0700-0800" 72.782583873 17.673851931
1 2002 2 "POK" 19 7 14 "0600-0700" 65.805439613 18.170259419
1 2002 2 "POK" 19 7 15 "0700-0800" 74.001264509 63.252083296
1 2002 2 "POK" 19 7 16 "0800-1000" 86.445837549 18.577657285
1 2002 2 "POK" 19 8 14 "0600-0700" 67.020135135 12.372785364
1 2002 2 "POK" 19 8 15 "0700-0800" 76.076518803 44.459911623
1 2002 2 "POK" 19 8 16 "0800-1000" 87.458154284 43.167303013
1 2002 2 "POK" 19 9 15 "0700-0800" 72.652430113 15.139451027
1 2002 2 "POK" 19 9 16 "0800-1000" 89.185096369 81.144337334
1 2002 2 "POK" 19 9 17 "1000-1200" 103.17670804 3.7162116386
1 2002 2 "POK" 19 10 16 "0800-1000" 92.613922845 25.902286424
1 2002 2 "POK" 19 10 17 "1000-1200" 105.58297066 74.097713576
1 2002 2 "MAC" 20 1 8 "0200-0250" 22.853852825 86.147962793
1 2002 2 "MAC" 20 1 9 "0250-0300" 26.245070744 13.852037207
1 2002 2 "MAC" 20 2 8 "0200-0250" 23.808472831 0.2360228703
1 2002 2 "MAC" 20 2 9 "0250-0300" 27.852006164 83.181185151
1 2002 2 "MAC" 20 2 10 "0300-0350" 31.185681651 16.582791979
1 2002 2 "MAC" 20 3 9 "0250-0300" 28.389003135 13.960218653
1 2002 2 "MAC" 20 3 10 "0300-0350" 32.230395426 77.74129971
1 2002 2 "MAC" 20 3 11 "0350-0400" 36.312914184 8.2984816367
1 2002 2 "MAC" 20 4 9 "0250-0300" 29.376337854 1.1264261608
1 2002 2 "MAC" 20 4 10 "0300-0350" 33.068410033 73.567725694
1 2002 2 "MAC" 20 4 11 "0350-0400" 36.570171672 25.305848145
1 2002 2 "MAC" 20 5 10 "0300-0350" 32.554919923 56.372399006
1 2002 2 "MAC" 20 5 11 "0350-0400" 36.823507911 41.761597024
1 2002 2 "MAC" 20 5 12 "0400-0500" 40.884555132 1.8660039703
1 2002 2 "MAC" 20 6 10 "0300-0350" 33.09739687 15.464591892
1 2002 2 "MAC" 20 6 11 "0350-0400" 37.321021317 66.210471101
1 2002 2 "MAC" 20 6 12 "0400-0500" 41.829517286 18.324937008
1 2002 2 "MAC" 20 7 10 "0300-0350" 32.310040659 19.584482575
1 2002 2 "MAC" 20 7 11 "0350-0400" 37.413237852 75.042303697
1 2002 2 "MAC" 20 7 12 "0400-0500" 41.090055063 5.3732137281
1 2002 2 "MAC" 20 8 10 "0300-0350" 31.769768291 50.501453678
1 2002 2 "MAC" 20 8 11 "0350-0400" 37.267860536 34.254477739
1 2002 2 "MAC" 20 8 12 "0400-0500" 42.234057103 15.244068583
1 2002 2 "MAC" 20 9 10 "0300-0350" 34.34995671 8.6814223543
1 2002 2 "MAC" 20 9 11 "0350-0400" 37.94063588 70.54965355
1 2002 2 "MAC" 20 9 12 "0400-0500" 42.053911415 20.768924096
1 2002 2 "MAC" 20 10 10 "0300-0350" 33.47502065 5.4840882157
1 2002 2 "MAC" 20 10 11 "0350-0400" 37.748902553 45.677686373
1 2002 2 "MAC" 20 10 12 "0400-0500" 41.832352076 48.838225412
1 2002 2 "HER" 21 1 3 "0070-0080" 7.5164900321 0.9784644045
1 2002 2 "HER" 21 1 4 "0080-0100" 8.8109089026 1.9569288089
1 2002 2 "HER" 21 1 5 "0100-0120" 11.31260202 3.1111312983
1 2002 2 "HER" 21 1 6 "0120-0150" 13.769512743 39.483407778
1 2002 2 "HER" 21 1 7 "0150-0200" 16.808796075 52.36122199
1 2002 2 "HER" 21 1 8 "0200-0250" 20.641421255 2.1088457211
1 2002 2 "HER" 21 2 5 "0100-0120" 11.512313012 1.2460515674
1 2002 2 "HER" 21 2 6 "0120-0150" 13.777884863 5.290572772
1 2002 2 "HER" 21 2 7 "0150-0200" 18.082953038 21.220215716
1 2002 2 "HER" 21 2 8 "0200-0250" 22.462771701 63.421789273
1 2002 2 "HER" 21 2 9 "0250-0300" 26.021523383 8.8213706722
1 2002 2 "HER" 21 3 7 "0150-0200" 18.012909465 1.7268516131
1 2002 2 "HER" 21 3 8 "0200-0250" 23.556208183 51.44372978
1 2002 2 "HER" 21 3 9 "0250-0300" 26.307626185 46.829418607
1 2002 2 "HER" 21 4 8 "0200-0250" 24.012636124 7.4371171835
1 2002 2 "HER" 21 4 9 "0250-0300" 27.168591037 91.394693865
1 2002 2 "HER" 21 4 10 "0300-0350" 30.638698645 1.1681889512
1 2002 2 "HER" 21 5 8 "0200-0250" 24.17922878 9.3679701046
1 2002 2 "HER" 21 5 9 "0250-0300" 27.387181311 88.252836234
1 2002 2 "HER" 21 5 10 "0300-0350" 30.64766776 2.3791936613
1 2002 2 "HER" 21 6 8 "0200-0250" 24.103019822 8.1646554291
1 2002 2 "HER" 21 6 9 "0250-0300" 27.567041546 85.362450624
1 2002 2 "HER" 21 6 10 "0300-0350" 30.715281284 6.4728939471
1 2002 2 "HER" 21 7 8 "0200-0250" 24.447266642 6.8352404377
1 2002 2 "HER" 21 7 9 "0250-0300" 28.19420311 69.54232274
1 2002 2 "HER" 21 7 10 "0300-0350" 30.810843236 23.622436822
1 2002 2 "HER" 21 8 8 "0200-0250" 24.75 3.1108531082
1 2002 2 "HER" 21 8 9 "0250-0300" 27.634792622 63.131757064
1 2002 2 "HER" 21 8 10 "0300-0350" 31.048723749 33.757389828
1 2002 2 "NSA" 22 1 2 "0060-0070" 6.5 0.9724924997
1 2002 2 "NSA" 22 1 3 "0070-0080" 7.5 1.9449849995
1 2002 2 "NSA" 22 1 4 "0080-0100" 9.3076103582 9.5862764176
1 2002 2 "NSA" 22 1 5 "0100-0120" 11.076284847 38.163247817
1 2002 2 "NSA" 22 1 6 "0120-0150" 13.146957711 45.084691644
1 2002 2 "NSA" 22 1 7 "0150-0200" 16.050725769 4.2483066223
1 2002 2 "NSA" 22 2 4 "0080-0100" 9.5 0.0444919206
1 2002 2 "NSA" 22 2 5 "0100-0120" 11.350009038 5.2765692164
1 2002 2 "NSA" 22 2 6 "0120-0150" 13.694444021 56.925939749
1 2002 2 "NSA" 22 2 7 "0150-0200" 16.350655044 37.752999114
1 2002 2 "NSA" 22 3 5 "0100-0120" 11.455269402 1.0056972843
1 2002 2 "NSA" 22 3 6 "0120-0150" 13.885958553 35.048571867
1 2002 2 "NSA" 22 3 7 "0150-0200" 16.550389073 61.39534728
1 2002 2 "NSA" 22 3 8 "0200-0250" 21.594299906 2.5503835681
1 2002 2 "NSA" 22 4 5 "0100-0120" 11.5 0.1377638097
1 2002 2 "NSA" 22 4 6 "0120-0150" 14.092956502 10.377745723
1 2002 2 "NSA" 22 4 7 "0150-0200" 17.359771809 79.228814894
1 2002 2 "NSA" 22 4 8 "0200-0250" 21.629905004 10.255675573
1 2002 2 "SSA" 23 1 2 "0060-0070" 6.5 0.9782100354
1 2002 2 "SSA" 23 1 3 "0070-0080" 7.5 1.9564200709
1 2002 2 "SSA" 23 1 4 "0080-0100" 9.2192277881 11.701237788
1 2002 2 "SSA" 23 1 5 "0100-0120" 11.045072829 37.025207552
1 2002 2 "SSA" 23 1 6 "0120-0150" 13.184968666 45.245464525
1 2002 2 "SSA" 23 1 7 "0150-0200" 15.745210999 3.0934600282
1 2002 2 "SSA" 23 2 4 "0080-0100" 9.4873784941 0.4570166226
1 2002 2 "SSA" 23 2 5 "0100-0120" 11.261700396 10.436656968
1 2002 2 "SSA" 23 2 6 "0120-0150" 13.577998808 50.555007307
1 2002 2 "SSA" 23 2 7 "0150-0200" 16.289402588 38.551319102
1 2002 2 "SSA" 23 3 5 "0100-0120" 11.310448402 1.7994850468
1 2002 2 "SSA" 23 3 6 "0120-0150" 13.724482497 36.478241567
1 2002 2 "SSA" 23 3 7 "0150-0200" 16.77739197 61.722273386
1 2002 2 "SSA" 23 4 5 "0100-0120" 11.5 0.0972658491
1 2002 2 "SSA" 23 4 6 "0120-0150" 14.057531989 10.254730353
1 2002 2 "SSA" 23 4 7 "0150-0200" 17.520731836 86.480586372
1 2002 2 "SSA" 23 4 8 "0200-0250" 21.590596868 3.1674174252
1 2002 2 "NOP" 24 1 3 "0070-0080" 7.5 0.983837243
1 2002 2 "NOP" 24 1 4 "0080-0100" 9.4676817238 1.9676744861
1 2002 2 "NOP" 24 1 5 "0100-0120" 11.201483165 26.425514824
1 2002 2 "NOP" 24 1 6 "0120-0150" 13.278163037 64.995341737
1 2002 2 "NOP" 24 1 7 "0150-0200" 15.722892659 5.6276317099
1 2002 2 "NOP" 24 2 5 "0100-0120" 10.69840234 1.5443575738
1 2002 2 "NOP" 24 2 6 "0120-0150" 14.24094495 20.294164363
1 2002 2 "NOP" 24 2 7 "0150-0200" 16.515550159 77.924755869
1 2002 2 "NOP" 24 2 8 "0200-0250" 20.564723013 0.2367221935
1 2002 2 "NOP" 24 3 6 "0120-0150" 14.045547914 5.4883794875
1 2002 2 "NOP" 24 3 7 "0150-0200" 17.762543849 87.536323494
1 2002 2 "NOP" 24 3 8 "0200-0250" 20.909211634 6.9752970183
1 2002 2 "SPR" 25 1 1 "0050-0060" 5.6901256989 2.5065962255
1 2002 2 "SPR" 25 1 2 "0060-0070" 6.4770035309 13.221509219
1 2002 2 "SPR" 25 1 3 "0070-0080" 7.5345718906 14.053993596
1 2002 2 "SPR" 25 1 4 "0080-0100" 9.0379581999 54.89393389
1 2002 2 "SPR" 25 1 5 "0100-0120" 10.625543524 15.323967069
1 2002 2 "SPR" 25 2 3 "0070-0080" 7.5934660049 0.3272207036
1 2002 2 "SPR" 25 2 4 "0080-0100" 9.3024166329 17.494739618
1 2002 2 "SPR" 25 2 5 "0100-0120" 10.999104963 58.242918991
1 2002 2 "SPR" 25 2 6 "0120-0150" 12.800246995 23.935120687
1 2002 2 "SPR" 25 3 4 "0080-0100" 9.4242463329 3.2811008638
1 2002 2 "SPR" 25 3 5 "0100-0120" 11.007108178 45.880094156
1 2002 2 "SPR" 25 3 6 "0120-0150" 13.156654709 49.428750586
1 2002 2 "SPR" 25 3 7 "0150-0200" 15.397105719 1.4100543939
1 2002 3 "COD" 16 0 1 "0050-0060" 5.5 7.7230125101
1 2002 3 "COD" 16 0 2 "0060-0070" 6.5 11.224810313
1 2002 3 "COD" 16 0 3 "0070-0080" 7.5 16.386297221
1 2002 3 "COD" 16 0 4 "0080-0100" 8.9272023624 35.506763302
1 2002 3 "COD" 16 0 5 "0100-0120" 10.922268543 19.37495521
1 2002 3 "COD" 16 0 6 "0120-0150" 13.286959888 9.7841614443
1 2002 3 "COD" 16 1 6 "0120-0150" 13.913832731 1.9968210571
1 2002 3 "COD" 16 1 7 "0150-0200" 17.672714531 17.174576364
1 2002 3 "COD" 16 1 8 "0200-0250" 22.669968931 28.932359962
1 2002 3 "COD" 16 1 9 "0250-0300" 27.35205814 29.438115964
1 2002 3 "COD" 16 1 10 "0300-0350" 32.10297085 14.943136651
1 2002 3 "COD" 16 1 11 "0350-0400" 37.136475839 5.4185744915
1 2002 3 "COD" 16 1 12 "0400-0500" 42.725531484 2.0964155101
1 2002 3 "COD" 16 2 9 "0250-0300" 28.315101045 3.4864582266
1 2002 3 "COD" 16 2 10 "0300-0350" 32.712365267 15.965784985
1 2002 3 "COD" 16 2 11 "0350-0400" 37.593740712 24.336388701
